,gene_symbol,log2fold.CC_vs_HC,p.CC_vs_HC,p.adj.CC_vs_HC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,mean
ENSG00000101336,HCK,0.851902794,3.72E-05,0.001557604,24.03,19.18,27.09,38.35,14.88,36.46,22.33,18.17,25.44,32.8,32.75,34.86,29.07,33.11,27.87,16.49,18.97,26.55,24.78,32.05,20.81,28.27,30.1,29.84,29.9,32.49,31.11,27.83,26.38642857
ENSG00000239556,AC004951.2,0.182878547,0.278795105,0.462077008,811.45,1766.65,1457.99,1069.49,9128.43,1442.62,2201.51,1328.6,705.76,508.41,1330.02,709.85,1346.3,1968.14,679.35,1852.62,876.74,482.71,713.94,1301.42,1427.87,649.31,190.62,1697.65,1959.29,944.88,1100.09,913.07,1447.876905
ENSG00000172428,COPS9,0.404546605,0.014983458,0.06521401,81.99,140.97,121.42,103.26,94.6,130.92,129.36,96.61,130.53,127.92,120.49,139.44,117.41,162.11,132.39,137.43,117.89,136.85,130.32,139.44,144.52,133.3,151.49,115.43,141.04,152.29,121.6,128.39,130.5916667
ENSG00000101337,TM9SF4,0.239779604,0.029948592,0.104013317,1.41,0,1.87,1.48,0,1.66,0.77,0.96,6.64,0.82,2.34,1.58,0,1.14,1.16,0,0,0.68,0,4.81,2.31,0,0,0.79,0,0,0.94,0.9,1.255238095
ENSG00000261332,AC116348.4,0.134261859,0.627289555,0.771417457,4707.55,6189.95,3100.91,2827.89,3760.64,6860.96,2993.1,2174.16,5167.06,3303.02,6811.53,6716.65,7246.97,8652.28,6626.24,5668.9,4726.56,5432.99,5609.96,6180.96,6423.68,8443.09,11769.4,2342.32,2308.83,4896.31,2197.36,2302.87,5915.610238
ENSG00000261338,AC021016.2,0.244213768,0.158426243,0.320038112,547.09,472.94,374.54,403.46,585.67,467.34,330.34,385.48,493.37,514.97,584.88,545.06,492,525.14,487.74,498.06,489.19,509.26,570.03,525.7,647.46,521.07,447.46,436.58,432.33,502.9,317.68,453.39,559.5533333
ENSG00000073921,PICALM,0.287125397,0.085225623,0.211397075,62.2,71.73,86.86,52.37,46.77,38.95,46.2,58.35,76.33,91.02,71.36,42.78,74.92,75.35,72,63.77,82.66,70.81,78.35,71.32,73.99,92.9,72.24,77.74,79.72,75.81,95.21,61.95,75.57428571
ENSG00000261346,AC116348.5,0.891713023,1.59E-05,0.000970771,374.62,410.38,280.2,281.76,291.24,371.22,284.14,210.43,410.4,322.27,428.13,310.56,353.35,485.19,418.06,446.39,478.35,473.86,422.13,497.65,440.5,531.16,514.68,391.83,312.75,355.34,361.04,319.62,376.9371429
ENSG00000261367,AC012645.2,0.056949334,0.811058703,0.89489147,89.06,29.19,59.78,50.89,53.15,89.49,48.51,97.56,21.02,36.08,36.26,120.42,23.48,44.52,39.48,30.79,27.1,17.7,25.58,36.06,61.28,17.17,29.09,23.56,30.66,31.13,35.82,27.83,49.06690476
ENSG00000261371,PECAM1,0.337750224,0.047494273,0.14236626,1.41,1.67,0,0,1.06,0.83,2.31,0,1.11,0,1.17,0,1.12,1.14,1.16,1.1,0,2.72,0,1.6,4.62,1.01,1,2.36,1.53,1.35,0,1.8,1.106190476
ENSG00000172432,GTPBP2,0.200792111,0.097146045,0.230943278,961.3,773.22,866.76,874.77,763.18,1061.46,785.43,867.56,1061.95,1166.06,871.47,995.06,798.39,851.64,977.79,816.91,874.03,896.65,895.42,794.16,823.19,1033.04,1041.4,815.85,691.42,689.71,859.71,706.57,944.3045238
ENSG00000261373,VPS9D1-AS1,0.481841217,0.045831343,0.139106457,206.4,206.03,212.02,277.33,274.24,199.7,228.7,294.61,211.28,277.17,224.59,177.46,203.51,191.79,168.38,203.4,163.97,181.78,179.08,177.9,189.61,195.9,146.48,208.87,206.97,215.24,182.88,219.06,216.7342857
ENSG00000261375,AC135983.5,0.964156522,0.049054135,0.145241046,9.9,65.06,16.81,23.6,11.69,12.43,24.64,9.57,40.93,27.06,23.4,3.17,17.89,37.67,44.13,35.18,23.04,19.06,52.77,52.89,37,42.41,62.2,21.2,15.33,16.24,40.53,46.69,26.67309524
ENSG00000170615,SLC26A5,0.180765585,0.691449302,0.81611555,145.61,65.89,69.12,81.87,88.22,117.66,43.89,49.74,33.19,54.94,70.19,112.5,80.51,53.66,44.13,57.17,44.72,46.3,42.37,35.26,37,45.44,43.14,31.41,30.66,27.07,49.02,24.24,71.27880952
ENSG00000261377,PDCD6IPP2,0.700798184,0.019843727,0.07894966,1.41,5,0,0.74,0,0,0.77,0.96,1.11,0.82,1.17,3.17,5.59,1.14,1.16,0,1.36,1.36,3.2,0.8,1.16,4.04,3.01,4.71,0,2.03,1.89,3.59,2.10047619
ENSG00000261386,AC027682.4,0.057099759,0.801649854,0.889329707,319.49,593.05,264.32,271.43,283.8,172.35,241.02,214.26,601.77,359.17,510.02,221.83,390.25,542.27,405.29,523.35,612.5,603.89,546.05,622.66,628.96,748.27,767.5,486.84,489.82,582.09,422.32,458.78,452.4730952
ENSG00000101343,CRNKL1,0.058962895,0.641856922,0.781321536,29.69,68.4,42.96,48.68,31.89,62.15,51.59,38.26,43.14,41,40.94,31.69,48.08,46.81,58.06,58.27,58.27,42.21,43.97,56.1,65.9,50.49,81.27,54.18,64.39,46.03,60.33,50.28,49.95619048
ENSG00000261399,AL031710.1,0.34879811,0.276829965,0.459673226,41,17.52,20.55,10.33,106.29,38.12,36.96,9.57,12.17,27.88,19.89,4.75,36.9,20.55,5.81,26.39,13.55,5.45,19.99,14.42,28.9,12.12,3.01,23.56,11.5,26.4,13.2,10.77,24.92238095
ENSG00000172456,FGGY,0.421177045,0.015282658,0.066182125,4.24,2.5,2.8,2.21,15.94,0.83,0.77,0,1.11,7.38,0,1.58,6.71,1.14,1.16,0,2.71,0,1.6,0,6.94,0,0,0,3.07,65.65,1.89,2.69,5.937380952
ENSG00000261408,TEN1-CDK3,0.400778171,0.074260022,0.192508613,900.51,663.12,519.31,399.77,758.93,446.63,506.68,492.61,1373.9,670.77,660.92,383.45,803.98,889.32,531.86,545.34,921.46,739.38,867.44,696.39,805.85,718.99,617.01,713.77,594.07,703.24,597.65,799.94,690.8609524
ENSG00000100024,UPB1,0.620858701,0.033427977,0.112007374,605.05,1053.48,650.07,725.04,616.5,435.85,812.38,581.56,1047.57,760.15,901.89,423.06,875.54,1029.73,958.05,1117.07,1096.27,1001.5,1069.71,1163.59,1112.24,1252.17,928.03,1001.16,1131.42,1049.11,1043.53,1030.68,830.0135714
ENSG00000261416,AC012645.3,0.253210311,0.254211321,0.434872632,532.96,472.94,363.33,365.84,583.55,222.9,281.06,349.13,518.81,630.59,430.47,289.96,459.57,513.73,483.09,527.75,584.04,437.77,520.46,445.56,514.5,561.46,482.57,443.65,462.23,469.05,428.91,460.57,546.4738095
ENSG00000261423,TMEM202-AS1,0.054107086,0.760355094,0.863116839,159.75,204.36,123.29,128.34,123.3,93.63,92.4,63.13,238.94,104.96,160.26,95.07,163.26,155.26,144,214.4,220.88,188.59,147.1,250.83,147.99,200.95,292.96,150.76,144.88,167.18,181.93,101.45,158.8928571
ENSG00000239569,KMT2E-AS1,0.414269984,0.005162911,0.032130782,1574.84,534.67,1043.29,631.37,818.45,1214.75,950.98,1070.34,1787.62,707.67,864.46,1445.05,824.1,691.82,905.79,854.29,945.85,1005.58,668.37,1012.93,833.6,541.26,763.49,970.53,830.93,550.95,601.42,896.91,925.0869048
ENSG00000261442,AC023830.1,0.52918409,0.023420232,0.0884049,19.79,14.18,15.88,19.18,14.88,7.46,15.4,15.3,8.85,12.3,22.23,22.18,8.95,4.57,18.58,20.89,13.55,19.74,17.59,15.23,18.5,13.13,18.06,15.7,11.5,14.89,17.91,13.47,15.25428571
ENSG00000261455,LINC01003,0.088024616,0.486867731,0.661363816,84.82,103.43,102.74,108.42,64.84,67.95,108.57,83.22,161.51,133.66,100.6,79.22,103.99,116.44,118.45,129.74,111.12,122.55,115.13,111.39,116.77,139.35,174.57,97.37,128.01,123.86,115.01,95.17,108.4316667
ENSG00000261456,TUBB8,1.166033002,0.377656005,0.563375946,405.73,365.34,257.79,282.49,257.23,176.5,217.15,215.22,465.71,233.7,246.82,223.41,362.29,377.87,326.32,323.25,382.14,343.14,289.41,433.54,445.13,491.78,441.44,300.74,370.24,385.13,292.23,289.99,335.3297619
ENSG00000261460,AC009690.2,0.611375406,0.036090552,0.117948661,2516.35,1338.75,1359.92,1321.01,1776.15,2563.74,1073.42,1072.26,1701.34,2042.66,1524.2,2982.01,2008.26,2001.25,1711.72,1625.03,1509.57,1808.27,1120.87,1613.96,1276.41,1887.35,2214.22,1035.71,943.62,1296.16,1148.17,878.05,1851.813095
ENSG00000101347,SAMHD1,0.249517446,0.089099518,0.217452375,277.08,216.87,183.07,227.18,174.32,272.62,220.23,242.96,285.4,268.96,208.22,275.7,199.04,214.62,239.22,211.1,242.56,281.86,199.87,224.38,220.83,173.69,227.74,220.65,272.12,203.05,196.07,184.95,222.9757143
ENSG00000261461,UBE2MP1,0.692181252,0.014843565,0.06483618,8702.61,4936.28,3776.2,3427.54,7632.89,7405.36,3465.9,4040.33,5209.1,4966.83,5138.77,8451.67,7749.03,5906.7,5689.09,4462.77,5522,4802.55,4203.67,4359.45,5638.64,4906.7,5691.57,2793.03,2586.32,3483.05,2217.15,3100.12,6106.688571
ENSG00000261471,AC092145.1,0.280936673,0.227873101,0.403521681,2915.01,2484.82,2715.16,3476.22,2697.71,3766.9,3221.03,3225.38,2729,3297.28,2713.85,3856.65,2426.46,2690.78,2633.77,2579.37,2768.45,3004.49,2682.26,2772.74,2544.73,2313.49,2687.77,2911.6,3145.9,2702.65,2778.04,2540.79,2827.14
ENSG00000261476,AC009163.4,-1.327598973,0.000651796,0.008513741,224.77,257.74,193.34,146.78,198.77,85.35,160.17,149.22,289.82,288.65,184.82,95.07,363.41,229.46,213.67,259.48,258.82,272.33,267.03,235.6,201.17,305.97,321.05,295.24,247.59,283.6,256.41,171.48,229.4938095
ENSG00000261499,AC233699.1,0.342175049,0.20358328,0.375173286,23529.27,17724.9,17769.52,16288.74,29206.09,22329.6,18654.71,19022.26,12300.95,14893.11,14320.24,15017.79,16564.82,18712.17,16999.91,14873.71,18421.1,11096.79,14801.59,15060.13,20296.56,11496.77,8987.32,15055.06,17644.32,13604.62,13951.48,16387.63,17282.15952
ENSG00000261512,AC092368.3,0.685972154,0.000357515,0.006003505,212.05,140.97,353.06,216.11,299.75,253.56,261.81,343.39,136.06,177.94,231.61,332.74,273.96,196.36,174.19,122.04,303.54,134.8,223.85,204.35,189.61,172.68,72.24,228.5,275.19,156.35,181.93,388.75,236.0919048
ENSG00000261535,AC005086.2,0.738262644,0.001283241,0.013177069,86.23,231.05,116.75,135.71,115.86,75.4,110.88,90.87,154.87,118.9,142.71,53.87,159.9,163.25,153.29,172.62,178.87,155.91,223.85,173.9,166.49,196.91,189.62,185.31,212.33,169.21,173.45,152.63,146.1585714
ENSG00000261542,AC011978.2,0.022051832,0.912591469,0.956812446,1330.27,2837.65,2162.23,1902.96,1768.71,2314.33,3355.78,1698.77,2517.71,1950,2463.52,1505.27,2025.04,2710.19,2436.36,3285.23,3622.16,2798.2,2998.05,3190.25,2775.96,3141.54,2264.39,3485.6,2639.21,2829.22,2729.02,2559.64,2279.794048
ENSG00000261546,AC135782.3,0.027958567,0.907342553,0.953525274,390.18,434.57,341.85,383.54,300.81,360.45,360.37,312.78,404.87,411.65,349.76,310.56,363.41,391.57,372.77,377.12,425.5,347.22,398.14,405.49,420.85,453.41,412.35,416.17,426.97,385.8,498.67,357.33,378.9047619
ENSG00000261560,AC007216.3,0.239142716,0.21653232,0.390690837,4768.34,2750.07,3394.19,3098.58,6381.82,2639.15,2634.27,4069.98,2626.12,3694.17,2461.18,3775.84,4025.47,3718.23,3402.54,2202.25,2954.1,2109.88,2771.8,2023.46,4059.31,2786.09,2530.25,2363.52,2371.69,2525.99,2346.3,2826.29,3886.944048
ENSG00000261573,AL157402.2,0.488795235,0.077146846,0.19729601,425.52,427.9,350.25,188.82,512.33,235.33,257.19,465.82,486.73,551.05,334.55,204.4,500.95,431.53,414.58,461.78,453.96,577.34,374.96,423.92,536.46,432.2,596.95,408.32,633.17,439.95,412.89,395.93,497.1169048
ENSG00000261592,AC010531.3,0.020583284,0.931241773,0.96599892,178.12,261.91,110.21,110.64,330.57,170.7,218.69,176.96,191.37,104.96,148.56,115.67,128.59,138.14,126.58,217.7,138.22,156.59,123.12,179.51,182.67,122.19,104.34,108.36,174.01,93.4,122.55,172.38,162.1530952
ENSG00000239605,STPG4,0.692458017,0.039169571,0.125104352,59.37,47.54,20.55,19.91,42.52,14.92,11.55,18.17,44.25,31.98,36.26,12.68,60.38,58.22,45.29,56.07,71.82,67.4,28.78,43.27,90.18,104.01,123.4,32.98,28.36,29.78,34.88,26.04,47.99761905
ENSG00000261596,AC005632.3,0.535328841,0.046621246,0.140436094,262.94,532.16,424.04,455.83,305.06,305.76,559.81,320.43,522.13,452.65,542.77,318.48,430.5,570.81,408.77,614.61,590.82,742.1,618,697.19,550.34,675.57,482.57,707.49,688.36,599.69,606.14,571.9,462.4192857
ENSG00000261604,AC114947.2,0.313274184,0.354574199,0.540964002,7187.14,5707,4771.85,4826.73,7997.47,4775.33,4005.69,5326.85,4369.49,5664.66,5141.11,4271.78,5453.4,5956.94,5949.21,5145.55,6413.64,4443.07,6012.09,5091.9,6977.48,4464.4,3571.65,5036.41,5543.65,4258.72,4448.45,5842.91,5519.360476
ENSG00000101363,MANBAL,0.286363131,0.007844718,0.042357462,6631.57,5636.94,4152.6,4923.35,4853.33,5421.65,4607.08,3805.03,5800.91,4692.12,5838.29,5449.06,5713.93,6152.15,6616.95,6073.5,7036.99,6222.75,5785.84,6567.22,6302.28,7022.27,6736.98,5228.79,4453.62,5003.25,5002.74,4984.61,5556.778571
ENSG00000261614,YBX3P1,0.338965652,0.284890718,0.468159824,3678.39,3117.91,2675.94,2724.62,3154.77,2543.86,2424.05,2874.33,3341.83,3462.1,3105.72,2335.54,3025.81,3867.78,3350.28,3299.53,3677.72,2952.06,3262.68,3168.61,3833.86,2991.08,2772.04,3005.04,3122.9,2682.34,2723.37,3035.48,3209.645714
ENSG00000261620,HMGN2P41,0.838424478,0.074044551,0.192123423,2659.13,2650.81,2597.48,2511.46,2963.44,2427.02,1860.39,2742.34,2253.33,2606.01,2566.46,2189.76,3002.33,2427.07,2137.91,2403.45,2420.19,2282.13,2640.68,2217.39,2565.54,2342.78,2065.74,2321.12,2263.61,2021.74,2070.1,2372.9,2623.06881
ENSG00000261630,AC007496.2,1.196228702,0.007847905,0.042364815,3589.33,2574.91,2345.3,2445.08,3246.18,2870.33,2125.28,2596.94,2246.69,2786.41,2410.88,2638.18,2754.09,3048.11,3203.96,2468.32,2943.26,2147.33,2628.69,2473.02,2923.95,2510.41,1972.43,2178.99,2358.66,2177.42,2433.03,2253.49,2669.295238
ENSG00000101365,IDH3B,0.158681378,0.090941355,0.220576507,711.08,583.05,517.44,581.95,577.17,506.29,487.43,528,668.14,628.13,532.24,535.56,627.3,680.4,623.6,576.13,722.26,581.43,628.39,616.25,754.98,615.99,607.98,609.33,614,530.65,544.86,613.2,615.8857143
ENSG00000261652,C15orf65,1.186552401,0.005121552,0.031976285,2974.38,2242.1,1757.8,1544.5,3900.95,2051.66,1393.75,2128.25,1549.79,2127.12,1855.24,1996.46,2110.02,2181.62,2472.35,1712.98,2272.49,1275.19,2260.93,1399.19,2639.54,1529.87,1197.91,1368.64,1231.84,1317.14,1278.26,1724.68,2174.455714
ENSG00000261655,AC100803.3,0.404540186,0.205516749,0.377413876,9.9,6.67,2.8,4.43,4.25,1.66,6.93,8.61,12.17,4.1,2.34,3.17,4.47,10.27,6.97,6.6,9.49,8.17,3.2,6.41,6.94,9.09,5.02,7.07,6.13,2.71,4.71,4.49,5.819047619
ENSG00000261659,Z92544.2,0.220284924,0.237541361,0.414732347,19.79,107.6,51.37,47.21,45.71,35.63,43.89,37.3,77.43,38.54,59.66,22.18,78.27,61.65,90.58,123.14,98.92,91.91,93.54,89.75,71.68,131.28,147.48,72.24,120.35,127.25,98.98,92.47,66.34214286
ENSG00000172500,FIBP,0.376374509,0.00041049,0.006515891,1973.5,1066.83,1624.24,1706.76,1781.47,2219.87,1875.79,1995.3,1361.73,1275.12,1471.56,2178.67,1282.56,1130.2,1198.44,1260,1258.88,1532.54,1104.88,1395.18,1158.48,763.42,777.54,1217.88,1420.41,1131.69,1138.74,1260.52,1429.795952
ENSG00000261663,AC009065.9,0.163509653,0.370132842,0.556434078,441.07,517.98,457.66,450.66,447.49,504.63,440.46,377.82,495.58,587.13,407.08,427.81,488.65,570.81,535.35,572.83,508.16,539.9,458.1,548.94,492.53,600.84,561.83,483.7,518.18,477.85,518.47,474.94,492.3942857
ENSG00000101367,MAPRE1,0.103403106,0.420307124,0.60307082,1000.88,907.52,1124.55,1096.78,1281.89,1460.85,1215.1,1257.82,917.04,1069.3,862.12,1158.26,1132.72,896.17,924.37,785.03,890.29,806.78,780.29,756.49,659.02,845.22,959.13,861.39,859.3,1024.07,997.34,993.87,1012.370238
ENSG00000261701,HPR,1.001148451,0.000817987,0.009843417,1188.9,1493.9,1394.48,1610.14,1085.25,1176.64,1848.07,1532.34,1288.72,1228.38,1673.93,1399.1,1126.01,1405.33,1542.17,1639.32,1715.54,1798.74,1861.99,1718.94,1849.87,1524.82,1184.87,1685.09,1791.41,1480.94,1678.89,1779.45,1387.347857
ENSG00000073969,NSF,0.169859139,0.100923112,0.236554152,7.07,28.36,19.61,12.54,13.82,11.6,14.63,21.04,14.38,5.74,8.19,14.26,16.77,3.42,5.81,24.19,8.13,19.06,9.59,7.21,13.87,10.1,7.02,12.56,12.26,10.83,7.54,8.08,13.55238095
ENSG00000261716,H2BC20P,0.146477491,0.472002336,0.648074678,214.88,140.97,183.07,212.42,286.99,356.31,170.95,140.61,206.86,277.99,224.59,411.97,247.12,207.77,184.64,181.41,161.26,209.01,123.92,185.12,134.12,203.98,178.58,163.33,111.92,176.66,133.86,116.71,226.0583333
ENSG00000170619,COMMD5,0.349414646,0.000274988,0.005114159,335.04,372.85,385.75,449.19,357.14,566.77,369.61,380.69,338.5,360.81,315.84,445.24,400.31,289.97,361.16,384.82,355.03,373.09,323.79,333.37,263.61,324.15,423.38,334.5,384.04,326.92,356.33,306.15,378.1464286
ENSG00000261732,AL031708.1,0.330516898,0.285936746,0.469221755,2239.27,2584.08,2384.52,2401.56,2268.29,1657.24,2434.06,2275.55,2412.62,2531.39,2519.67,1763.54,2446.59,2963.63,2610.55,2669.53,2681.72,2693.35,2537.55,2627.69,2637.22,2699.24,2176.1,2435.76,2589.39,2532.76,2564.06,2387.26,2441.315476
ENSG00000261737,AL049597.2,0.335540974,0.222700363,0.397737981,79.17,83.41,70.98,82.61,63.78,81.2,88.55,73.65,84.07,67.24,80.71,77.64,71.56,100.46,92.9,80.26,73.17,74.89,93.54,81.74,89.03,85.83,118.39,78.52,56.72,89.34,86.73,84.39,82.34452381
ENSG00000261773,AC244090.3,0.075256439,0.817279442,0.898550502,5.65,4.17,9.34,9.59,7.44,8.29,7.7,2.87,7.74,4.92,1.17,6.34,2.24,2.28,6.97,5.5,10.84,12.94,4,6.41,3.47,7.07,8.03,15.7,3.07,6.77,10.37,3.59,6.522857143
ENSG00000172530,BANP,0.127563332,0.297046389,0.481292714,155.5,239.39,208.28,235.29,178.57,203.01,240.25,171.22,202.43,248.46,184.82,193.31,178.91,289.97,242.71,272.67,246.63,269.61,273.42,327.76,282.11,262.55,233.76,340.79,348.01,247.05,317.68,287.3,230.6102381
ENSG00000261798,AL033527.3,0.270511281,0.342251034,0.528591757,849.62,676.47,933.07,992.05,772.75,1078.86,873.98,937.39,682.53,765.07,735.78,1226.4,857.65,688.39,833.8,697.07,795.44,790.44,866.64,786.14,815.1,720,731.39,830.76,836.3,795.29,842.74,878.95,831.1390476
ENSG00000261807,LINC02141,0.767513143,0.347656828,0.534450981,593.75,681.47,785.5,704.39,626.06,579.2,725.37,653.3,754.43,893,729.93,648.06,811.8,876.76,722.31,829,743.94,847.63,831.46,843.04,706.42,969.42,943.08,892.01,817.14,847.41,902.13,711.96,760.8395238
ENSG00000261812,TUBB8P7,0.125802517,0.898786051,0.948182921,12.72,43.37,31.76,32.45,19.13,26.52,28.49,28.7,32.08,20.5,29.24,14.26,41.37,36.53,39.48,29.69,28.46,36.08,38.38,35.26,21.97,38.37,40.13,26.7,35.26,54.82,49.02,31.42,30.38047619
ENSG00000172531,PPP1CA,0.359453326,0.002022664,0.017645338,1143.67,1385.46,1426.23,1576.95,1632.66,1167.52,1754.89,1729.38,1128.32,1184.92,1523.03,1251.75,1359.71,1246.64,1463.21,1279.79,1253.46,1296.29,1431.07,1210.07,1420.93,1413.74,1115.64,1298.76,1285.5,1807.18,1376.29,1676.2,1416.075476
ENSG00000261819,AC138932.4,0.091131423,0.694471037,0.818184046,1013.61,978.41,1395.41,1447.13,1072.49,1789.82,1579.33,1359.21,1090.71,1317.76,1072.67,1525.86,918.03,1005.76,975.47,1085.18,914.69,1207.1,1118.47,1013.73,912.22,840.17,916.99,1290.91,1279.36,1158.76,1248.09,1106.1,1112.465
ENSG00000261840,AC093249.6,0.014517834,0.940085911,0.970833648,5138.72,2801.79,3388.58,2813.13,4402.65,3337.67,3059.32,4531.98,2616.16,3008.63,2493.94,4018.27,3660.94,3253.6,3380.47,2804.76,3216.99,2335.91,2995.65,2414.52,3374.86,2892.12,2448.99,2714.51,2959.63,2810.27,2900.59,3064.21,3587.522619
ENSG00000099866,MADCAM1,0.395120387,0.145448163,0.302411449,2127.59,2062.76,1746.6,1767.98,2042.95,2277.87,1563.93,1656.69,2184.75,2095.96,1921.92,2097.86,2126.79,1977.27,1998.55,2142.88,2120.72,2052.01,2016.29,1963.35,2167.82,2043.87,2270.41,1832.71,1874.97,1761.83,1904.19,1898.86,1969.254524
ENSG00000261857,MIA,0.038432229,0.910470422,0.955255079,28.27,9.18,18.68,14.75,25.51,31.49,20.02,18.17,19.91,23.78,12.87,28.52,11.18,14.84,4.65,9.9,24.39,12.25,20.79,18.43,16.19,10.1,11.04,1.57,21.46,18.95,13.2,17.96,18.27761905
ENSG00000261864,AC130462.3,0.335410548,0.241178644,0.419127812,7.07,2.5,2.8,2.21,7.44,1.66,0.77,1.91,2.21,4.92,11.7,1.58,2.24,4.57,4.65,0,2.71,2.04,7.99,0.8,0,0,0,0.79,1.53,0,3.77,0.9,5.538095238
ENSG00000261884,AC040162.1,0.129366317,0.337679703,0.524326606,472.17,484.62,397.89,468.36,363.52,354.65,359.6,362.52,442.48,499.39,479.6,274.12,469.64,550.26,434.32,509.06,501.38,489.51,530.06,532.91,404.66,528.13,477.56,484.48,597.14,443.33,558.06,457.88,451.8919048
ENSG00000239672,NME1,0.069962041,0.766634678,0.866768536,736.53,854.97,1004.99,1045.15,837.59,1266.13,1206.63,1040.69,983.41,989.76,979.09,1017.24,744.71,1032.02,898.83,1007.12,937.72,1025.32,919.4,1098.68,929.56,929.03,901.94,884.95,943.62,986.84,1024.68,937.31,938.7480952
ENSG00000101407,TTI1,0.072701623,0.374871663,0.560688753,72.1,107.6,70.05,67.86,57.4,29.83,53.13,42.09,113.94,91.02,83.05,44.37,101.75,135.85,102.19,128.64,120.6,149.1,131.91,138.64,116.77,214.08,182.6,158.61,133.38,130.63,104.64,114.92,99.89333333
ENSG00000261971,MMP25-AS1,0.486672779,0.048104698,0.143708069,1374.1,1056.82,925.6,984.67,1315.91,875.85,784.66,969.91,1082.97,1298.08,890.19,785.91,1081.29,1384.78,1201.92,1019.21,1185.7,899.37,1151.25,988.09,1301.85,1144.12,939.06,1042.77,1018.74,971.95,1038.82,1122.26,1132.969286
ENSG00000261997,AC007336.1,0.356452509,0.102091856,0.238268758,42.41,93.42,87.8,59.01,51.02,62.97,80.08,23.91,122.79,57.4,115.81,42.78,81.63,86.76,89.42,115.44,162.61,92.59,94.34,119.4,89.03,156.52,101.33,131.92,129.55,131.31,148.94,59.26,87.51857143
ENSG00000262001,DLGAP1-AS2,0.245069005,0.213703603,0.387242877,306.77,397.04,291.41,329.7,266.8,488.06,386.55,302.26,366.15,379.67,411.76,315.31,335.46,452.08,395.99,365.03,355.03,400.33,390.95,417.51,402.35,426.14,471.54,361.2,386.34,423.03,431.74,389.65,361.0240476
ENSG00000262039,AC091180.6,0.054877779,0.759161513,0.862325383,1608.77,1785.84,1023.67,1315.11,1134.14,819.5,1042.62,897.21,1487.84,1354.66,1773.36,880.98,1360.83,1456.7,1380.76,1781.15,1454.01,1854.57,1482.24,2093.98,1608.23,1744.96,1723.62,1853.91,1989.18,1766.57,1697.74,1465.22,1388.590238
ENSG00000101412,E2F1,0.448208481,0.135310757,0.288352421,41,48.38,57.91,35.4,27.64,19.06,66.22,72.7,39.82,26.24,63.17,41.2,44.73,38.81,74.32,43.98,31.17,68.08,39.97,36.06,30.06,75.74,37.12,60.46,55.96,43.32,77.3,50.28,45.53642857
ENSG00000262049,AC139530.1,0.124411334,0.462736898,0.6394388,81.99,60.06,88.73,58.27,110.54,53.86,51.59,68.87,55.31,64.78,70.19,104.58,73.8,60.51,65.03,39.58,51.49,71.49,55.16,72.12,65.9,45.44,47.15,58.11,42.16,34.52,47.13,60.15,70.87809524
ENSG00000262050,AC005696.1,0.127113129,0.709055285,0.828093502,142.78,165.99,201.75,182.92,143.5,225.38,201.75,134.87,221.24,164.82,212.9,186.97,147.6,196.36,216,244.08,216.81,260.08,178.28,221.18,165.33,252.45,237.78,276.4,238.4,182.75,214.93,193.03,191.3869048
ENSG00000262089,AC040977.1,0.311537998,0.031749789,0.10805358,1.41,124.28,5.6,27.29,4.25,4.97,6.93,8.61,7.74,2.46,21.06,1.58,10.06,6.85,22.06,17.59,10.84,2.72,7.2,21.64,8.09,11.11,2.01,2.36,2.3,28.43,4.71,17.06,13.33166667
ENSG00000239697,TNFSF12,0.336150243,0.010937167,0.053011455,8.48,31.7,14.01,14.75,12.76,9.11,6.16,7.65,21.02,19.68,18.72,9.51,13.42,30.82,46.45,46.18,17.62,19.74,25.58,52.89,24.28,55.54,18.06,39.26,25.3,51.44,17.91,17.06,21.70404762
ENSG00000262140,AC010653.1,0.103973214,0.697097955,0.819780695,654.53,793.24,524.91,522.95,603.74,297.47,447.39,471.56,838.5,686.35,626.99,307.39,680.98,856.21,679.35,889.48,859.13,823.12,810.67,751.68,788.51,911.87,995.25,910.86,912.19,760.1,740.94,678.74,713.0469048
