,gene_symbol,log2fold.CC_vs_HC,p.CC_vs_HC,p.adj.CC_vs_HC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,mean
ENSG00000172336,POP7,0.211652435,0.045299853,0.138066499,29.69,290.27,164.39,166.69,77.59,92.81,180.96,71.74,159.29,72.98,163.77,52.29,148.72,202.07,133.55,167.12,166.68,249.18,228.65,188.32,209.27,228.22,305,140.55,144.88,225.39,245.09,216.37,150.9009524
ENSG00000260618,AC025917.1,-1.170859598,4.65E-05,0.001776046,2.83,32.53,19.61,5.16,4.25,9.94,15.4,0.96,2.21,5.74,8.19,0,6.71,5.71,4.65,8.8,12.2,4.08,7.99,42.47,23.12,10.1,5.02,2.36,7.67,14.89,1.89,44.89,9.032857143
ENSG00000260630,SNAI3-AS1,0.404601443,0.002232893,0.018713178,190.85,243.56,157.85,253.73,214.71,169.04,197.9,328.09,264.38,172.2,214.07,129.93,259.42,228.32,144,211.1,269.66,262.8,206.27,140.24,145.68,219.13,270.88,515.11,272.12,172.6,179.11,144.55,241.1821429
ENSG00000260641,AC114811.2,0.49006797,0.061159686,0.168727156,0,1.67,1.87,0,0,0,1.54,0,0,0.82,3.51,0,2.24,0,1.16,0,0,2.04,0.8,0,5.78,1.01,1,0.79,0.77,2.03,0,0,0.94452381
ENSG00000172339,ALG14,0.054065877,0.662397057,0.796283269,989.58,930.87,680.89,648.33,763.18,1065.6,763.1,628.43,795.36,871.68,810.65,925.34,830.81,1163.3,1105.53,830.1,898.43,959.28,841.05,864.68,876.38,1155.23,1249.07,659.59,693.72,823.72,755.08,641.93,997.7235714
ENSG00000101255,TRIB3,0.1136823,0.488483341,0.662458329,534.37,747.37,610.84,731.68,721.73,553.52,887.07,683.91,784.3,692.91,747.48,746.29,659.73,683.83,797.8,753.14,813.05,863.29,775.5,879.1,597.74,715.96,681.22,715.34,778.81,699.86,745.65,704.78,685.8452381
ENSG00000260660,AC113208.4,0.542848502,0.005558621,0.033621675,749.25,773.22,566.01,733.16,1067.18,588.32,684.56,580.61,798.68,689.63,786.08,475.35,673.15,970.37,717.67,955.44,729.04,735.29,733.12,913.56,820.88,740.2,871.84,796.22,889.96,710.69,796.55,685.03,742.7602381
ENSG00000073008,PVR,0.439729196,0.010512857,0.05169991,349.18,237.72,542.66,343.71,342.26,257.7,289.53,408.43,371.68,517.43,455.04,388.2,238.17,248.87,252,410.1,369.94,535.13,484.49,298.11,217.36,306.98,368.2,402.03,476.02,288.34,364.81,200.21,370.0759524
ENSG00000101265,RASSF2,0.372291645,0.051441689,0.149959613,359.07,502.97,418.44,512.62,657.95,305.76,519,481.13,325.22,355.07,366.14,269.36,383.54,471.49,465.67,434.29,467.51,372.41,526.86,374.24,314.48,488.75,392.28,398.89,423.13,396.63,378.01,408.5,399.8807143
ENSG00000172345,STARD5,0.256965153,0.157121959,0.318178822,6607.54,5231.56,6622.12,6489.98,6727.27,5977.65,7838.89,9223.7,3452.45,4262.44,5707.28,6661.2,5040.79,4819.89,5287.29,4605.7,5317.38,3909.98,6482.99,3345.72,6077.98,3192.03,2812.17,6050.14,5232.43,5545.4,5830.4,9549.95,5120.702143
ENSG00000260742,AC009962.1,0.105800234,0.571708044,0.729953156,3156.75,2299.65,1413.16,1717.83,2389.46,2919.22,1250.53,1219.56,2418.15,1906.53,2385.15,2652.44,2722.78,2367.7,2244.74,2147.28,2134.27,2301.87,2127.42,2146.07,2188.63,2345.81,3094.09,1327.03,1128.35,1561.49,1086.9,1185.1,2374.199524
ENSG00000260744,AC007494.2,0.779894522,0.033325933,0.111767882,15404.86,10449.77,7428.17,6901.55,14228.36,8156.92,4868.12,6559.8,10307.57,10533.09,9227.09,9630.53,13385.81,11517.73,9881.29,8070.15,10455.88,8166.51,7829.31,8926.45,10055.21,8776.32,7621.87,6105.89,5271.53,6421.92,4782.15,5769.29,10698.21167
ENSG00000260747,AC022968.1,0.31164912,0.399637159,0.583624665,712.49,856.63,665.01,716.93,729.17,547.72,646.05,663.82,725.67,846.26,664.43,576.75,809.57,724.92,796.63,789.42,846.93,797.25,841.05,761.3,773.48,944.18,821.68,866.1,792.61,692.41,653.27,793.66,757.7352381
ENSG00000260774,AC021087.3,0.396643564,0.119243398,0.264659672,6686.7,6260.02,5842.23,5971.46,6128.85,6193.92,6527.53,6152.32,6414.85,6696.24,6482.83,6591.48,5948.75,6321.11,7655.13,6920.1,7667.1,7431.22,7072.21,7571.33,7118.54,7980.59,6526.29,7238.18,6409.84,6884.21,7401.83,6844.86,6684.847381
ENSG00000260778,AC009065.5,0.188092686,0.301657316,0.486183856,555.58,483.79,367.07,836.42,889.67,410.99,338.04,397.91,477.88,705.21,397.72,302.64,607.18,542.27,247.35,645.39,449.89,625,419.73,403.89,573.46,495.82,521.7,626.61,435.4,320.15,510.93,364.51,562.2535714
ENSG00000260784,AC026150.3,0.137646977,0.701232741,0.822766986,1009.37,1266.18,1255.31,1390.34,1228.75,984.4,1433.02,1367.82,1150.45,1120.96,1361.6,1086.96,1331.76,1157.6,1118.31,1188.53,1313.08,1447.44,1646.93,1264.56,1459.09,1282.47,1074.51,1460.51,1532.32,1354.37,1491.3,1590.01,1210.105714
ENSG00000260792,LINC02280,0.411543307,0.408783015,0.592988338,2773.64,2414.76,2950.53,3198.15,3345.04,3101.52,3676.89,4063.29,2355.1,2652.75,2699.81,2872.68,2476.78,2785.54,2985.64,2581.57,3090.96,2706.28,3137.16,2260.66,3132.06,2139.8,1873.11,2918.67,2819.35,2850.2,2755.42,3662.15,2731.050952
ENSG00000260796,AC145285.3,0.495433057,0.043427556,0.133983422,1.41,5.84,4.67,0.74,0,1.66,3.08,0.96,5.53,2.46,3.51,0,0,6.85,4.65,2.2,5.42,6.13,7.99,4.01,10.41,11.11,2.01,7.07,3.07,6.77,2.83,1.8,4.282142857
ENSG00000260805,AC092803.1,0.213862158,0.177340487,0.343975821,106.03,201.86,226.03,202.1,460.25,232.01,95.48,220.96,379.43,406.73,294.78,175.88,210.22,324.22,261.29,626.7,680.26,592.32,610,268.46,354.94,367.57,511.67,737.32,427.73,274.8,310.14,277.42,310.6742857
ENSG00000260806,AL163051.1,0.533704331,0.015903118,0.068005098,366.14,266.92,296.08,269.95,447.49,236.16,214.84,281.22,251.11,248.46,202.37,288.38,299.67,245.45,268.25,210,315.74,211.06,248.64,249.23,329.51,223.17,207.68,243.42,195.47,211.85,226.24,221.76,291.6669048
ENSG00000260810,AL135818.2,0.128133091,0.575522236,0.732726823,7629.63,5726.19,6888.32,5329.76,8374.81,4938.56,5386.35,7080.14,5795.38,6101.73,6150.62,5533.04,7694.24,6180.69,6099.02,6098.79,5956.98,5752.98,5903.37,4620.69,8458.54,5329.82,4413.4,6009.3,5053.83,5003.25,5032.9,6456.12,6424.677619
ENSG00000172349,IL16,0.142073718,0.211841258,0.384975679,3966.78,2915.23,3793.94,3625.21,5563.37,5281.61,3303.42,5728.58,2461.3,3432.58,2565.29,5032.34,3192.42,2691.92,2900.87,2879.53,3256.28,2546.97,2603.91,2348.01,3092.75,1849.99,2559.35,2727.08,2910.57,2524.64,2601.76,3915.33,3533.721667
ENSG00000260816,AC027279.1,0.704307771,0.08259886,0.206938545,2633.68,3452.39,3324.14,4140.04,8381.19,2661.52,2584.21,9915.26,2251.12,3322.7,2581.67,3961.22,2502.5,2328.89,2036.88,4000.99,4862.07,3714.59,2443.21,3078.06,5803.97,1843.93,2435.95,2754.56,4286.52,2877.27,3409.63,6025.17,3869.924286
ENSG00000260844,AC055876.4,0.204298077,0.497120118,0.669102573,1570.6,1231.99,1817.58,1697.91,2795.5,2382.28,1543.91,2807.38,1168.15,1577.71,1270.36,2172.34,1280.32,1156.45,952.25,1035.71,971.6,962.69,740.32,988.09,933.03,698.79,867.83,1043.56,1156.72,953,1052.02,1080.96,1567.921667
ENSG00000260859,AC025280.1,0.594322374,0.086717814,0.213705033,346.35,376.18,305.42,350.35,254.04,169.04,281.83,294.61,392.7,385.41,352.1,191.72,333.22,511.44,329.8,489.27,433.63,426.88,398.14,428.73,381.54,506.93,439.43,518.25,502.85,421.68,459.08,441.72,361.2014286
ENSG00000260861,AL049634.2,0.148601192,0.704397594,0.824978802,342.11,159.32,137.3,165.96,238.1,217.1,93.94,134.87,254.43,257.48,150.9,204.4,159.9,232.89,153.29,189.11,220.88,158.63,123.12,157.87,156.08,141.37,110.36,109.93,97.35,115.74,109.35,115.82,202.3947619
ENSG00000010295,IFFO1,0.155223871,0.165735318,0.32915871,1830.71,1428,2462.05,3086.04,1491.29,2959,2250.02,1716.95,432.52,842.16,2245.95,2340.29,2041.81,1721.55,4286.27,2084.61,1790.07,1118.6,2005.9,853.46,2106.54,2005.5,785.56,1268.13,2059.7,1221.71,1390.43,2358.53,1975.164286
ENSG00000172354,GNB2,0.759913194,0.000170688,0.00383461,2110.62,2292.98,2165.97,2348.46,2256.6,1678.78,2284.67,2696.42,1961.29,2176.32,2128.97,1961.6,2118.96,2248.98,2242.42,2110.99,2695.28,2581.01,2644.68,2283.9,2545.89,2180.2,1925.28,2394.93,2549.53,2421.08,2243.55,2635.06,2236.54
ENSG00000260868,LINC01960,0.552617752,0.090664306,0.220157637,893.45,925.87,682.76,711.03,809.95,546.06,563.66,577.74,1066.38,938.92,808.31,535.56,859.89,1020.6,753.67,913.66,1028.51,831.29,1129.67,1084.25,1163.11,1116.86,920,1089.89,974.28,898.18,818.24,870.87,893.362619
ENSG00000260891,AC020978.3,0.104761674,0.690167304,0.815141362,52.31,152.64,99.94,110.64,36.14,96.12,140.15,75.56,95.13,56.58,125.16,85.56,82.75,143.84,120.77,115.44,102.99,70.13,90.34,121.01,109.84,162.58,128.42,93.44,110.38,161.09,133.86,96.07,110.0602381
ENSG00000260898,ADPGK-AS1,0.36418481,0.17401236,0.340010512,156.92,111.77,96.2,41.3,107.36,214.61,43.12,59.3,174.78,173.84,187.16,212.32,143.13,304.81,153.29,354.03,184.29,317.95,168.69,205.15,277.48,255.48,308,174.32,166.34,151.61,151.77,142.75,191.36
ENSG00000260903,XKR7,0.357457427,0.03761125,0.121441487,1037.64,784.9,1099.33,1162.43,1057.61,1350.65,1208.94,1419.47,780.98,862.66,931.13,1232.73,926.98,786.57,954.57,816.91,848.29,815.63,834.66,759.7,796.6,747.27,841.75,908.5,902.99,908.33,928.53,1013.62,983.1497619
ENSG00000260911,AC135050.3,0.461231656,0.004138825,0.027735984,206.4,363.67,225.1,210.21,171.13,169.04,303.39,180.78,305.31,546.13,389.53,158.45,233.7,253.44,241.55,261.68,288.63,332.92,242.24,308.53,382.69,310.01,324.06,232.43,346.48,350.61,318.62,400.42,261.4242857
ENSG00000260916,CCPG1,0.199858495,0.343065612,0.529251057,3616.19,4426.64,5440.6,5798.13,6442.41,5428.28,5810.63,5837.63,4067.5,3910.65,4124.59,4522.13,5381.83,4161.18,4180.59,4438.58,5116.82,4507.07,5024.74,4052.52,4400.38,3769.65,3275.69,5705.42,5148.11,5072.29,4828.34,6806.26,4632.932381
ENSG00000172366,MCRIP2,0.123325794,0.410512104,0.594622209,72.1,110.94,70.05,79.66,78.66,78.72,70.84,64.09,118.36,96.76,106.45,102.99,95.05,98.18,98.71,100.05,113.83,103.49,89.54,101.77,83.24,101.99,117.38,106,120.35,83.25,89.55,119.41,94.19666667
ENSG00000260923,LINC02193,1.027229082,0.004357894,0.02870668,21.21,24.19,20.55,34.67,7.44,23.2,20.02,20.09,24.34,25.42,24.57,30.11,14.54,18.27,9.29,15.39,10.84,12.94,15.19,8.82,17.34,11.11,20.07,14.92,16.1,14.89,25.45,12.57,19.24880952
ENSG00000101290,CDS2,0.163460625,0.250337624,0.430307772,938.68,785.73,761.22,572.36,891.8,461.54,448.93,576.78,941.38,745.39,719.4,476.93,990.71,903.02,807.09,864.19,960.76,788.4,956.98,733.25,1060.21,988.61,945.08,879.45,846.27,991.58,766.39,896.91,871.7466667
ENSG00000260941,LINC00622,0.201918408,0.449244561,0.627599077,100.37,194.35,121.42,131.29,132.87,103.58,164.79,91.83,203.54,157.44,138.03,69.72,158.78,207.77,205.55,189.11,215.46,176.33,159.9,171.49,165.33,234.28,245.8,219.08,197.77,196.29,194.19,184.05,159.5130952
ENSG00000260942,CAPN10-DT,0.084189274,0.442759119,0.62207015,842.55,536.33,683.69,584.9,731.29,561.8,453.55,572.95,565.27,669.13,554.47,673.41,712.28,719.22,688.64,481.57,670.77,509.94,578.82,548.14,668.27,521.07,447.46,482.91,541.95,493.42,508.1,563.82,641.8835714
ENSG00000239480,AC073517.1,0.994464381,0.000934321,0.010787462,272.84,383.69,656.61,522.95,745.11,812.05,850.11,544.26,662.61,661.75,603.6,513.37,452.87,460.07,329.8,887.28,733.1,1294.25,773.1,620.26,558.43,522.08,661.16,1027.07,577.97,603.07,944.55,491.1,583.502619
ENSG00000260943,LINC02555,0.424428164,0.274118322,0.456903246,316.66,586.38,147.57,304.62,344.39,211.3,360.37,253.48,532.08,310.79,587.22,110.91,235.94,205.49,178.84,630,359.1,519.47,160.7,392.67,418.53,145.41,278.91,437.37,357.98,186.81,248.86,413.89,280.9545238
ENSG00000070729,CNGB1,1.828641371,3.13E-05,0.001412155,352.01,824.94,470.74,483.85,398.6,309.07,639.12,406.52,846.24,537.93,768.53,320.07,521.07,769.45,650.31,869.69,883.52,940.9,976.17,912.76,857.88,1020.93,909.97,892.8,909.12,913.07,759.79,796.35,637.8135714
ENSG00000260949,AP006545.1,0.340277819,0.301248742,0.485761504,593.75,571.37,484.75,592.28,513.39,620.64,592.15,436.17,873.9,760.97,538.09,625.87,528.9,732.92,682.83,733.35,771.05,729.16,637.99,726.04,698.33,470.58,553.81,646.24,503.62,632.85,639.13,594.35,585.5788095
ENSG00000239483,RPS15AP16,1.483288261,2.67E-06,0.000336182,343.52,177.67,133.56,139.4,207.27,209.64,144,170.26,495.58,264.86,287.76,242.43,207.98,206.63,166.06,219.9,256.11,379.22,222.26,338.18,219.67,257.5,263.86,204.16,185.5,192.22,172.51,152.63,247.6788095
ENSG00000260979,AC022167.3,0.347069807,0.196488685,0.366758861,214.88,569.7,345.58,297.25,252.98,352.16,359.6,260.17,524.34,396.89,445.68,202.81,410.37,524,422.7,554.14,566.43,621.59,564.43,521.69,395.41,530.15,725.37,535.52,558.81,528.62,556.17,375.28,407.6390476
ENSG00000172367,PDZD3,0.330434428,0.193577496,0.363723824,176.71,498.8,491.29,454.35,295.49,370.39,701.5,232.43,591.82,299.31,514.7,245.6,512.13,679.26,515.61,535.44,405.17,445.94,546.05,625.87,461.31,807.85,695.27,486.84,383.27,599.69,743.76,478.53,457.257381
ENSG00000261000,AC244034.2,0.406980895,0.252836864,0.433369025,1860.4,1090.19,1407.55,1453.77,1643.29,1851.96,1062.64,1527.56,1256.64,1527.69,1144.03,1636.78,1550.92,1307.15,1162.44,1078.59,1120.66,999.45,1035.33,914.36,1158.48,968.42,1067.48,1133.08,1048.63,1088.37,1186.82,1217.42,1416.55119
ENSG00000101294,HM13,0.486847663,0.000316509,0.005567131,1468.81,1356.27,1378.6,1647.02,1814.42,1346.5,1563.93,1797.3,1071.91,1160.32,1238.78,1422.87,1417.86,1365.37,1318.05,1278.69,1268.37,1168.3,1496.63,1155.57,1735.41,1023.96,839.74,1183.33,1356.78,1234.57,1278.26,1635.8,1357.769048
ENSG00000261019,AC010132.4,0.181032429,0.464303669,0.640802572,1016.44,1022.62,928.4,876.25,1481.72,846.85,856.27,872.34,1019.92,1139,1022.37,896.82,1045.5,941.83,962.7,930.16,962.11,1049.15,1070.5,798.96,1120.33,891.67,851.78,912.43,899.92,892.08,840.86,1012.72,1035.282143
ENSG00000261024,AL078644.1,1.632699808,3.40E-05,0.001478591,137.13,231.88,77.52,90.72,213.65,87,89.32,90.87,236.73,122.18,161.43,90.32,173.32,180.37,226.45,236.39,241.21,222.63,179.08,230.79,175.74,272.65,303.99,182.96,180.9,150.94,146.11,149.93,171.1988095
ENSG00000172375,C2CD2L,0.12748513,0.272042576,0.45496592,5.65,5.84,3.74,9.59,1.06,4.97,11.55,0.96,3.32,0.82,9.36,1.58,10.06,5.71,16.26,9.9,0,6.13,6.4,6.41,4.62,7.07,16.05,2.36,3.83,4.06,16.97,9.88,6.081666667
ENSG00000170606,HSPA4,0.033289824,0.739820584,0.849614821,255.88,366.18,269.93,269.95,268.92,187.27,235.63,189.39,445.8,360.81,319.35,242.43,366.77,421.26,330.96,413.4,369.94,437.77,397.34,410.3,418.53,555.4,655.14,374.55,384.81,417.61,331.82,331.29,351.2842857
ENSG00000261052,SULT1A3,0.271975249,0.359515271,0.545001052,72.1,76.74,103.67,98.84,90.35,78.72,114.73,110,57.52,85.28,83.05,136.27,84.98,89.05,78.97,78.06,88.08,78.98,108.73,82.54,80.93,96.94,64.21,109.15,114.22,108.3,119.72,118.51,90.2847619
ENSG00000261061,AC092718.4,0.480779723,0.014658375,0.06424493,1036.23,1335.42,1498.15,1526.06,1542.31,1235.47,1265.93,1060.78,1783.19,1995.92,1588.54,1044.18,1332.88,1679.31,1302.95,2019.74,1775.17,1808.96,1618.95,1718.14,1433.65,2068.11,2091.82,2110.68,1703.26,1553.36,1738.28,1359.28,1592.172619
ENSG00000261067,AC109460.3,0.170844949,0.453272499,0.63151197,9232.74,8035.01,10887.74,12697.46,14961.78,12068,10466.22,13105.24,6684.77,9646.65,10533.72,12777.33,9749.47,7052.88,6390.5,5945.97,6493.6,4007.34,7069.81,6105.63,7552.1,4094.81,4629.1,5915.86,5738.35,6487.57,4837.77,9508.65,9300.836905
ENSG00000261068,AL512274.1,0.026468389,0.948346285,0.975206783,230.43,186.84,197.08,264.05,172.19,276.76,194.82,190.35,176.99,204.18,279.57,297.88,197.92,139.28,156.77,210,140.93,168.84,168.69,114.6,153.77,122.19,181.59,137.41,167.87,177.33,159.31,167.89,190.9578571
ENSG00000261097,LINC00563,0.251592064,0.450939628,0.629206106,3952.65,3013.65,3237.27,3438.6,3292.95,3983.17,3204.86,3357.38,3485.64,3414.54,3219.19,3725.14,3417.18,3004.72,3141.25,3066.44,3156.01,2892.83,2671.06,2898.55,3056.91,2732.57,2935.58,2984.63,2830.08,3125.68,3061.78,3088.45,3200.238095
ENSG00000101307,SIRPB1,0.763295809,0.002929474,0.022151939,670.08,605.57,659.41,818.72,545.28,786.36,753.09,824.52,564.16,682.25,677.29,771.65,650.78,690.68,527.22,619,590.82,586.87,570.83,528.9,485.59,485.72,639.08,695.71,715.95,623.38,624.99,610.51,625.5516667
ENSG00000172382,PRSS27,0.935256463,0.00032851,0.005697853,12.72,44.21,10.27,33.93,47.83,20.72,16.17,29.65,13.27,19.68,19.89,12.68,23.48,12.56,5.81,20.89,10.84,12.25,14.39,31.25,11.56,16.16,9.03,7.85,22.23,18.95,15.08,18.85,19.94047619
ENSG00000261115,TMEM178B,0.663882857,0.191803522,0.361973192,494.79,505.47,656.61,629.16,603.74,842.7,755.4,709.74,569.69,639.61,618.8,728.87,499.83,541.12,541.15,588.22,504.09,647.47,485.28,560.96,431.25,433.21,503.64,645.45,596.37,531.32,550.52,517.14,566.9242857
ENSG00000101310,SEC23B,0.203541194,0.091526465,0.221625069,1987.63,1229.48,724.79,1214.8,1495.54,2243.9,996.42,842.69,1505.54,1394.85,1585.03,1801.56,1271.38,1624.51,1436.5,1192.93,1334.76,1373.91,1028.13,1460.09,1235.95,1236.02,1198.91,649.38,669.96,801.39,687.2,565.62,1347.052857
ENSG00000239503,MARK2P8,0.539903305,0.04423357,0.135802149,5042.59,4130.53,4369.29,4973.51,4996.83,6163.26,4309.08,5094.41,4376.13,5179.21,4449.78,5399.94,4270.35,4045.88,3963.43,3715.13,3771.22,4025.73,4449.91,4062.14,4150.65,3994.84,3550.58,3631.65,3605.06,3838.4,3900.76,4068.85,4700.97881
ENSG00000261158,AC109597.2,0.622032616,0.025729485,0.093894959,315.25,440.41,353.99,322.32,414.54,379.51,343.43,308.96,466.82,432.15,505.34,394.54,403.67,579.94,375.09,517.85,528.49,550.11,370.16,486.43,465.94,394.84,444.45,505.68,578.74,421,418.54,487.51,420.9385714
ENSG00000261159,AC112484.3,0.357386478,0.294717794,0.47889062,1870.3,1739.13,1372.06,1298.88,1545.5,872.53,1027.99,1159.3,2185.85,2328.02,1590.88,949.11,1864.02,1922.48,1583.98,1836.12,2093.62,1683.68,1793.24,1947.33,2171.29,2307.43,2267.4,1799.73,1799.08,1600.74,1560.12,1560.38,1849.158571
ENSG00000261170,AC009053.4,0.152885112,0.590572648,0.742573965,11009.73,8145.95,9964.94,10329.09,9519.59,11448.19,11281.68,12015.77,7330.79,7377.67,9002.5,12320.99,6517.91,8067.78,8462.21,6848.63,9056.07,7801.59,8775.9,8563.43,10183.54,6621.37,5959.44,7926.82,8681.12,8237.9,7728.93,8773.35,8825.829048
ENSG00000101331,CCM2L,1.043382817,0.00497507,0.031430284,1.41,2.5,0.93,0.74,0,1.66,0,0,1.11,3.28,0,1.58,0,4.57,1.16,2.2,2.71,3.4,0.8,4.01,1.16,2.02,3.01,0.79,0.77,0.68,0,0,2.193333333
ENSG00000261172,AC133919.2,1.265037798,0.022991012,0.087525002,425.52,568.87,330.64,348.88,459.19,225.38,278.75,308.96,551.99,613.37,443.34,244.01,434.97,582.22,495.86,582.72,532.55,483.39,460.5,544.93,520.28,627.1,570.86,467.21,516.65,504.25,462.85,439.03,475.0183333
ENSG00000239521,CASTOR3,0.008946217,0.94185974,0.971907191,449.55,392.87,398.82,383.54,647.32,340.56,391.94,391.22,470.14,494.47,414.1,327.99,475.23,490.89,426.19,420,447.18,369.69,440.51,454.38,482.12,461.49,470.54,409.89,344.95,418.29,373.3,365.41,470.3840476
ENSG00000261183,SPINT1-AS1,0.137114847,0.618307943,0.764224139,62.2,91.75,111.15,84.82,131.8,90.32,83.16,94.7,293.14,122.18,189.5,66.55,102.87,133.57,148.64,280.37,239.85,349.26,234.25,183.51,250.89,315.06,344.12,418.52,266.76,196.29,212.1,175.97,156.8995238
ENSG00000261187,AC079322.1,0.044946956,0.817669895,0.898809456,94.72,205.19,82.19,80.4,230.66,108.55,110.11,102.35,183.63,118.9,99.43,69.72,86.1,103.89,133.55,148.43,135.51,106.89,81.55,190.73,175.74,106.03,73.24,82.45,129.55,70.39,120.66,158.91,125.1128571
ENSG00000261207,AL031717.1,0.132532617,0.476104357,0.651778776,16.96,24.19,29.89,28.77,15.94,19.89,29.26,44,5.53,4.1,4.68,14.26,4.47,26.26,47.61,52.77,46.07,42.21,24.78,49.68,41.62,62.61,53.17,65.17,52.13,64.98,54.67,36.81,28.19857143
ENSG00000261208,AL365475.1,-1.426836645,5.13E-05,0.00187538,219.12,392.03,326.9,353.3,225.34,299.96,388.09,212.35,446.9,313.25,415.27,283.62,322.04,420.11,369.29,427.7,367.23,492.92,426.92,427.93,461.31,442.3,445.45,419.31,486.76,403.4,474.16,377.98,342.0771429
ENSG00000172409,CLP1,0.233791053,0.036760508,0.119532173,4.24,1.67,16.81,8.11,1.06,6.63,9.24,18.17,0,9.84,12.87,4.75,11.18,2.28,10.45,6.6,2.71,4.08,7.2,3.21,5.78,9.09,7.02,7.85,6.9,2.03,5.66,1.8,8.19452381
ENSG00000261211,AL031123.2,0.481740325,0.194102441,0.364061694,523.06,2227.92,957.36,1097.52,367.77,683.61,1486.15,649.48,1306.42,481.35,1456.36,687.67,1432.4,1900.79,1736.11,1645.92,1478.4,1098.17,1386.3,1989,1500.71,2181.21,1864.08,1246.93,1500.89,2128.01,1686.43,1524.47,1234.833333
ENSG00000261218,AC099524.1,0.553791823,0.009162627,0.047033196,190.85,281.93,214.82,182.92,187.08,101.09,176.34,153.04,375,331.29,211.73,133.1,277.31,281.98,246.19,360.63,352.32,336.33,342.18,320.55,289.04,469.57,502.64,372.98,351.84,366.17,355.39,301.66,277.2609524
ENSG00000261220,AC103706.1,0.31350515,0.062730903,0.171755081,907.58,1109.37,784.57,829.78,1346.73,556.83,699.19,755.65,1212.4,927.44,1053.96,671.82,1231.12,1156.45,970.83,1093.98,1173.51,962.69,1316.74,1059.41,1262.54,1286.51,1151.76,1206.1,1134.49,1250.81,1057.67,1210.24,1049.278571
ENSG00000261221,ZNF865,0.344291718,0.021365219,0.083030757,315.25,387.86,411.9,324.54,228.53,701.84,380.39,235.3,528.76,367.37,451.53,288.38,442.8,481.76,611.99,643.19,532.55,358.11,337.38,575.38,475.19,667.49,640.09,547.3,534.28,393.25,582.57,337.57,485.8880952
ENSG00000261222,AC064805.1,0.566646092,0.10439382,0.241614379,549.92,493.79,485.68,564.25,508.08,575.06,567.51,538.52,633.85,537.11,534.58,530.8,466.28,492.04,480.77,522.25,443.11,537.85,548.44,621.86,538.78,526.11,546.78,598.34,485.22,543.51,576.91,600.63,526.257381
ENSG00000261229,AC021483.2,0.015423913,0.964669857,0.982380478,5.65,5,15.88,9.59,11.69,30.66,4.62,0.96,5.53,4.1,9.36,9.51,10.06,6.85,10.45,10.99,12.2,5.45,11.19,19.23,5.78,8.08,8.03,10.21,16.1,2.71,8.48,3.59,11.11119048
ENSG00000101335,MYL9,1.043509462,0.020661237,0.081090027,814.28,622.25,474.48,512.62,677.09,670.35,408.89,449.56,721.24,630.59,569.67,624.29,716.76,719.22,740.89,587.12,657.22,601.17,507.67,665.14,650.92,644.26,811.65,452.29,487.52,486.65,411.95,437.23,644.7033333
ENSG00000261236,BOP1,0.10401002,0.454699856,0.632589147,0,0.83,0,0.74,2.13,0,0,0,0,0.82,2.34,0,3.35,1.14,0,1.1,1.36,4.08,3.2,5.61,1.16,5.05,3.01,2.36,2.3,2.03,2.83,0.9,1.574047619
ENSG00000261245,AC093520.2,0.680768051,0.06044388,0.167409132,35.34,56.72,60.71,59.74,29.76,75.4,53.9,32.52,45.35,28.7,51.47,52.29,53.67,34.25,54.58,43.98,46.07,53.1,44.77,92.96,58.96,61.6,40.13,62.03,109.62,56.18,67.87,29.63,59.94809524
ENSG00000261253,AC137932.2,0.245333327,0.472068246,0.648088487,1687.93,1171.09,1103.06,1285.6,1308.47,1061.46,967.16,1366.86,1204.65,1534.25,1091.39,1177.28,1074.58,1447.56,1106.7,1129.16,1176.22,1055.28,1000.15,1080.25,1148.08,948.22,1003.27,983.1,1140.62,971.95,986.97,1003.75,1262.359048
ENSG00000261267,AC026470.2,0.310337753,0.225212939,0.400652869,18.38,20.85,11.21,12.54,3.19,14.09,3.08,9.57,14.38,12.3,15.21,0,22.36,12.56,19.74,17.59,9.49,17.7,10.39,8.82,11.56,20.2,16.05,3.93,8.43,8.12,16.03,8.08,16.08238095
ENSG00000261269,AC093278.2,0.531038065,0.047701381,0.142802626,168.23,27.53,97.14,81.13,110.54,109.38,27.72,111.91,54.2,64.78,76.03,218.66,62.62,55.94,25.55,34.08,37.94,42.89,71.15,50.49,86.71,26.26,31.1,70.67,54.42,39.93,32.99,90.68,83.83738095
ENSG00000172426,RSPH9,0.656636052,0.016440364,0.069533722,1654,1364.61,1565.4,1804.12,1911.15,1560.29,1226.66,1668.17,1709.08,1614.61,1576.84,1755.61,1635.91,1329.98,1341.27,1319.37,1520.41,1305.82,1750.06,1567.48,1703.04,1297.62,1360.44,1250.86,1060.9,1340.16,1178.33,1521.78,1686.745238
ENSG00000261278,AC009094.1,0.153814137,0.836892088,0.910238304,1784.06,2777.6,2003.45,1876.41,1492.35,1426.05,2161.47,1405.12,2413.73,1894.23,2951.31,1193.12,2102.19,2267.24,2208.75,2573.87,2627.52,2781.17,3091.59,3098.89,2447.61,2617.45,3037.91,3089.06,3500.81,2612.63,2730.91,2224.76,2176.391667
