,gene_symbol,log2fold.FLU_vs_CC,p.FLU_vs_CC,p.adj.FLU_vs_CC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000270069,MIR222HG,0.524329596,0.063908779,0.28092913,186.61,186.84,198.01,224.96,146.68,241.96,217.15,189.39,195.8,198.44,210.56,185.39,210.22,187.22,178.54,250.55,267.23,173.23,185.34,85.39,191.35,196.95,142.01,201.15,168.65,146.98,137.49,230.76,197.752381
ENSG00000270072,AC090559.2,0.243686926,0.60338519,0.833188576,1583.32,1210.3,1189.93,1214.8,1079.94,1383.79,1319.06,999.56,1798.68,1665.45,1600.24,1708.08,1198.7,1077.68,1481.11,1467.21,1250.46,1566.67,1715.1,1605.4,1144.45,2740.76,2349.56,1851.53,1425.81,1467.32,2852.18,1846.11,1482.331905
ENSG00000173226,IQCB1,0.247205124,0.118005253,0.385654309,1212.94,934.21,959.23,1068.76,1012.97,1652.26,1081.89,1087.56,1144.92,1067.66,1170.93,1679.56,933.69,816.25,1061.8,898.56,1477.03,967.31,1529.76,674.61,1059.21,1078.06,902.7,886.14,795.19,1023.94,1237.44,1321.88,1070.870476
ENSG00000270077,AP003117.1,0.480568894,0.176366149,0.474077154,115.92,108.43,159.72,180.71,156.25,200.53,170.18,172.17,174.78,186.14,155.58,198.06,134.18,171.24,135.26,156.1,168.47,158.06,221.3,160.11,190.44,186.59,240.44,168.39,145.02,160.45,174.26,120.4,164.2197619
ENSG00000270104,AL670729.2,0.15243591,0.658589583,0.860273073,0,0,0.93,2.21,1.06,0,0,2.87,0,0.82,2.34,0,1.12,0,1.35,1.31,0,0,0,0,0.91,0,0,0,1.63,2.45,0,1.25,0.942857143
ENSG00000270105,AC136475.8,0.572603018,0.136406452,0.414714031,2.83,0,0.93,3.69,3.19,0.83,1.54,0,3.32,1.64,1.17,0,1.12,6.85,4.06,2.62,0,1.26,5.53,0,1.81,1.04,1.41,1.52,3.26,3.67,0,7.52,2.204761905
ENSG00000270108,AL049840.7,0.229830285,0.288473107,0.60081347,2054.08,1505.57,1183.39,1648.49,1905.83,1737.61,1454.58,1404.17,1620.58,1670.37,1608.42,1863.36,1457,1521.77,1255.22,1282.25,1434.91,1312.51,1585.09,1859.45,1440.99,1581.85,2881.06,1081.96,1289.74,1518.76,1702.68,668.46,1483.27381
ENSG00000270115,AL513327.3,0.131385532,0.660476959,0.861062245,11.31,2.5,7.47,0,7.44,1.66,4.62,2.87,4.42,6.56,9.36,7.92,4.47,5.71,4.06,6.56,5.81,10.12,5.53,8.54,2.72,6.22,2.81,3.81,4.07,7.35,9.59,3.76,6.112142857
ENSG00000270120,AC007728.3,0.57449442,0.042634678,0.229328393,29.69,66.73,61.64,71.55,47.83,71.26,79.31,49.74,48.67,54.94,65.51,42.78,63.74,69.64,47.34,61.65,52.28,32.88,24.9,23.48,65.29,64.27,18.28,60.96,47.26,31.84,46.36,97.82,54.89619048
ENSG00000240563,L1TD1,0.414893224,0.340748044,0.649288028,0,4.17,6.54,5.9,3.19,7.46,4.62,7.65,6.64,4.92,11.7,11.09,13.42,6.85,10.82,17.05,15.98,8.85,0,2.13,4.53,5.18,8.44,16,13.04,3.67,4.8,15.05,8.857857143
ENSG00000270127,AC027020.2,0.734562368,0.007672667,0.097326046,1355.72,1111.87,1174.98,1144.73,1793.16,892.42,920.95,1217.65,1225.67,1243.96,1126.48,926.93,1350.77,1259.2,1118.61,1012.69,961.45,1163.3,1172.91,2363.27,1044.7,1702.09,2142.86,980.62,1283.23,1568.98,1569.98,466.54,1219.594762
ENSG00000074416,MGLL,0.100290471,0.720916517,0.892541188,523.06,573.87,443.65,408.62,390.09,307.42,432.76,407.48,794.25,509.23,634.01,378.69,544.56,710.08,476.12,755.58,397.94,647.4,257.27,335.17,401.74,504.82,341.68,737.56,626.54,444.6,956.06,395.06,584.747381
ENSG00000270157,AC004918.5,0.201261311,0.555796856,0.806979539,19515.84,7204.23,16923.31,9910.88,22817.89,19991.24,11188.51,19160,7651.59,7809.82,4760.94,22173.35,11577.7,7250.38,11384.91,4932.25,19220.23,14057.02,23117.9,52113.7,19530.01,30646.97,48948.42,5465.43,7424.79,10660.71,10176.1,7122.33,13261.21333
ENSG00000270164,LINC01480,0.372320857,0.098873941,0.351572594,94.72,139.3,30.82,32.45,133.93,92.81,20.79,22,65.27,41,76.03,88.73,118.53,71.92,52.75,104.29,135.07,169.44,146.61,194.27,24.49,51.83,143.42,66.29,81.47,85.74,158.28,159.28,84.19880952
ENSG00000270165,AC010530.1,0.351715163,0.118296606,0.386056891,7.07,50.88,14.01,25.08,66.96,24.86,41.58,67.91,14.38,13.94,11.7,15.84,32.43,47.95,59.51,13.12,90.04,44.26,30.43,68.32,66.2,5.18,15.47,18.29,19.55,23.27,39.97,0,32.68428571
ENSG00000270170,NCBP2AS2,0.064033108,0.494465151,0.768535656,0,0,0.93,0,0,0,0,0.96,0,0.82,0,1.58,0,0,1.35,0,0,0,0,0,0,1.04,0,8.38,0,0,0,1.25,0.773333333
ENSG00000102317,RBM3,0.017954665,0.901827659,0.964922903,4.24,2.5,2.8,2.95,0,0,2.31,1.91,5.53,2.46,3.51,3.17,3.35,3.42,1.35,3.28,2.9,0,0,2.13,0.91,1.04,4.22,3.05,0.81,0,0,3.76,2.414047619
ENSG00000173239,LIPM,2.099809083,0.00010948,0.013496975,108.85,95.09,132.63,158.58,110.54,197.21,126.28,112.87,127.21,109.88,97.09,152.11,123,90.19,109.56,102.32,158.3,56.9,116.18,38.43,127.87,91.22,74.52,105.91,82.29,101.66,57.56,250.83,115.3857143
ENSG00000270177,AC104109.2,0.34627223,0.260683401,0.572550201,1480.12,2884.36,2408.81,1977.46,1852.68,1680.44,3219.49,2023.99,2478.99,2123.84,2516.16,1536.96,2277.75,2953.35,1909.88,3527.35,1678.9,2532.72,1189.51,986.3,2073.07,1308.18,985.66,3018.82,2598.23,1289.72,1760.23,2086.91,2476.46
ENSG00000240583,AQP1,0.229543243,0.515541251,0.783037619,81.99,302.78,48.57,84.82,350.77,103.58,154.01,187.48,228.98,90.2,107.62,90.32,117.41,171.24,163.67,64.28,548.98,220.02,138.31,471.8,351.86,41.46,134.98,66.29,95.33,93.09,145.49,89.04,157.5504762
ENSG00000270184,AC018695.4,0.351932854,0.204687241,0.509375457,31.1,28.36,117.69,300.93,222.15,72.09,84.7,249.65,11.06,63.96,35.09,253.52,76.04,126.72,8.12,89.86,182.99,369.22,63.62,6.4,237.6,87.07,0,22.1,24.44,7.35,89.53,99.08,98.9352381
ENSG00000270195,AC016773.2,0.094517621,0.564176658,0.812235578,97.54,80.91,112.08,67.12,99.92,65.46,73.15,88,39.82,36.08,17.55,55.46,204.63,43.38,102.8,38.7,315.16,142.88,88.52,1144.28,58.04,59.09,271.37,40.38,126.29,227.81,55.96,22.57,111.497619
ENSG00000270210,AC104695.3,0.525543065,0.086129234,0.327960947,97.54,117.61,77.52,152.68,142.43,151.64,56.98,212.35,128.32,406.73,163.77,80.81,128.59,99.32,127.15,81.99,106.02,227.6,82.99,32.02,236.69,75.67,44.99,69.34,119.77,64.91,30.38,107.86,178.0895238
ENSG00000173258,ZNF483,0.384222472,0.180975506,0.48023824,9.9,14.18,7.47,8.85,3.19,20.72,3.85,22,40.93,9.84,3.51,9.51,8.95,6.85,12.17,1.31,29.05,15.17,27.66,234.83,1.81,27.99,433.07,15.24,8.96,7.35,39.97,10.03,28.30095238
ENSG00000270264,NDUFB8P2,0.415477888,0.020714499,0.158806032,50.89,20.85,40.16,14.01,51.02,18.23,7.7,41.13,13.27,31.98,28.07,20.6,20.13,22.83,16.23,14.43,15.98,41.73,47.03,123.82,16.32,95.37,208.1,17.52,33.4,88.19,91.13,2.51,34.8652381
ENSG00000270277,AC009948.2,0.536410428,0.019451522,0.154117791,16.96,11.68,7.47,1.48,23.38,9.94,10.01,11.48,7.74,17.22,11.7,7.92,10.06,4.57,8.12,5.9,4.36,12.64,13.83,32.02,6.35,18.66,12.65,7.62,14.67,11.02,17.59,2.51,11.29571429
ENSG00000102362,SYTL4,0.004072992,0.99042942,0.997137815,41,117.61,45.77,47.21,29.76,53.86,51.59,27.74,79.65,32.8,83.05,102.99,111.82,94.75,144.73,182.99,72.62,49.31,71.92,49.1,39.9,22.81,36.56,169.91,135.25,35.52,54.36,395.06,87.28738095
ENSG00000270296,STX8P1,0.512365678,0.199317158,0.501819494,202.16,146.8,147.57,142.35,139.24,280.07,120.89,139.65,198.01,185.32,125.16,282.04,161.02,154.12,189.37,191.52,190.26,216.22,149.38,145.17,145.1,148.23,89.99,234.68,170.28,177.6,215.83,275.91,177.1380952
ENSG00000270330,AL009183.1,0.190218922,0.524541596,0.789245246,243.15,110.94,105.54,110.64,176.45,148.32,78.54,266.87,204.65,54.94,98.26,171.12,86.1,74.2,113.62,62.31,135.07,230.13,257.27,76.85,143.28,42.5,66.09,57.91,191.47,102.88,46.36,70.23,109.4007143
ENSG00000240591,AL096701.3,0.439732564,0.230806501,0.540300602,754.9,599.73,639.8,691.85,859.91,873.36,585.99,817.82,622.79,549.41,635.18,903.16,703.34,549.12,600.56,499.13,631.77,562.69,843.72,760,791.68,949.52,742.41,408.4,518.99,526.67,781.79,693.55,619.0578571
ENSG00000270344,POC1B-AS1,0.401961098,0.006595083,0.08982789,248.81,272.75,362.4,265.53,248.73,331.45,341.12,329.04,160.4,270.6,209.39,347,163.26,184.94,307.04,209.23,342.75,324.97,356.85,134.5,380.88,214.58,164.51,256.01,212.65,213.12,257.4,514.2,262.0742857
ENSG00000102383,ZDHHC15,0.462247647,0.209322027,0.515225447,254.46,409.55,398.82,405.67,325.26,509.6,388.86,371.13,311.95,274.7,325.19,396.12,316.45,296.82,288.11,312.2,594.01,189.67,467.5,222.02,431.66,246.71,246.06,339.07,305.53,293.95,145.49,766.29,342.9961905
ENSG00000240616,RPS6P25,0.261742205,0.294399658,0.606967109,1594.63,1859.24,1378.6,1810.02,1596.52,1410.31,2043.66,1657.64,1694.7,1507.19,1916.07,1486.25,1391.02,1932.75,1432.41,1684.31,1453.79,1714.61,1319.52,1466.64,1725.74,1411.84,1552.31,1497.98,1412.77,1339.94,1341.36,1083.59,1696.108095
ENSG00000270419,CAHM,0.031954338,0.851230796,0.946519535,178.12,273.59,107.41,224.22,366.71,464.85,304.16,250.61,287.61,103.32,115.81,476.93,136.42,242.02,225.89,257.76,819.12,115.07,221.3,392.81,597.62,249.82,122.33,117.34,202.87,111.46,219.03,215.71,283.4752381
ENSG00000173264,GPR137,0.056904711,0.674014895,0.868242635,1613.01,775.73,1031.15,879.93,920.5,1839.53,1007.2,736.52,1930.32,1074.22,1271.53,1451.39,1225.53,1319.7,1435.12,1665.29,1577.24,983.75,948.84,730.12,890.53,2314.72,350.11,1773.81,938.59,837.77,8754.8,2486.98,1504.435476
ENSG00000270426,AC099343.3,0.550854003,0.004539534,0.076005931,2.83,1.67,11.21,2.21,4.25,2.49,2.31,0,3.32,2.46,0,6.34,2.24,3.42,8.12,0.66,13.07,17.7,2.77,0,4.53,4.15,1.41,3.81,1.63,0,4.8,36.37,4.646428571
ENSG00000270427,NRBF2P5,0.194609173,0.433444192,0.724437297,248.81,238.56,468.87,340.02,361.4,188.92,190.2,348.17,167.04,207.46,196.52,348.59,365.65,144.98,350.33,163.32,187.35,622.12,365.15,298.88,446.17,191.77,309.34,236.96,285.98,497.27,305.36,223.24,293.2969048
ENSG00000102384,CENPI,0.474391094,0.101198911,0.35601408,434,374.52,282.07,234.55,395.41,179.81,201.75,191.3,431.42,340.31,306.48,253.52,401.43,433.81,436.89,497.16,246.9,397.04,204.71,386.41,147.82,301.65,333.24,466.31,418.78,459.3,420.47,262.12,346.1245238
ENSG00000270441,AC135506.1,0.177681185,0.216718898,0.524661525,477.82,783.23,685.56,710.29,446.43,734.16,1140.41,648.52,750,564.99,903.06,793.83,616.12,840.23,633.02,1065.16,849.62,604.41,522.83,239.1,719.14,461.29,299.49,924.24,656.69,475.22,394.89,914.28,707.8859524
ENSG00000270503,YTHDF2P1,0.234912074,0.49910241,0.771290163,73.51,186.01,255.92,196.93,180.7,157.44,281.06,164.52,100.66,221.4,178.97,87.15,277.31,140.42,127.15,241.37,114.73,118.86,146.61,183.6,252.11,138.9,144.83,335.26,269.68,117.58,113.51,749.98,192.512381
ENSG00000270504,AL391422.4,0.013023021,0.972488455,0.991302331,14.14,19.18,11.21,4.43,23.38,24.86,8.47,15.3,32.08,6.56,11.7,11.09,8.95,17.12,31.11,4.59,23.24,3.79,22.13,21.35,6.35,12.44,2.81,9.91,13.04,13.47,33.57,13.8,16.43285714
ENSG00000102385,DRP2,0.608587301,0.252849073,0.564769157,16928.81,8322.78,9001.98,8263.12,10360.36,12690.29,10241.38,8950.13,13275.51,11134.98,10295.09,11555.68,9620.88,10320.18,9755.01,10548.59,11731.98,9894.41,10719.38,17110.78,6765.13,15735.53,10067.53,10910.28,11011.3,9521.64,37554.83,9506.47,11151.4581
ENSG00000240634,AC145285.1,0.471074797,0.057956346,0.266037785,299.7,251.07,190.54,184.4,587.8,334.76,315.71,222.87,216.82,132.02,215.24,207.57,204.63,229.46,173.13,177.74,570.77,141.62,1192.27,589.22,194.97,182.44,168.73,196.58,219.98,356.42,231.82,136.7,258.0252381
ENSG00000270542,AL356218.1,0.044680907,0.895383828,0.962063824,419.86,548.85,698.64,734.63,536.78,451.6,757.71,688.69,461.29,553.51,553.3,602.11,623.95,632.45,424.72,678.84,605.62,720.74,461.97,392.81,827.96,314.09,362.77,585.94,664.83,532.79,287.78,1033.42,594.7792857
ENSG00000270550,IGHV3-30,1.135242335,0.015003605,0.135585359,87.65,168.49,95.27,103.26,144.56,134.24,113.19,101.39,127.21,113.16,118.15,107.75,115.17,129,121.73,102.97,213.49,120.12,85.76,125.96,127.87,67.38,74.52,137.15,93.7,101.66,94.33,116.64,120.7233333
ENSG00000270553,AC011921.3,0.220823674,0.457188908,0.744070896,42.41,135.13,80.32,76.71,103.1,46.4,60.83,40.17,147.12,113.16,105.28,36.44,154.31,126.72,125.79,243.99,58.09,153,116.18,164.38,28.11,45.61,53.43,201.15,118.95,113.91,151.88,80.27,117.1269048
ENSG00000270554,AC069431.2,0.64700064,0.070664495,0.293703307,658.77,1000.1,830.33,908.7,1014.03,514.57,622.18,880.95,965.71,1315.3,835.21,473.76,843.11,1219.24,922.48,860.52,657.91,929.38,829.89,2909.79,563.16,1023.12,6922.13,926.52,1034.73,1660.84,1258.22,232.02,1112.481905
ENSG00000270557,AC013731.1,0.548060695,0.047650725,0.242251879,56.55,7.51,12.14,15.49,19.13,18.23,16.17,14.35,15.49,15.58,40.94,41.2,22.36,7.99,14.88,11.15,23.24,12.64,13.83,0,13.6,5.18,18.28,7.62,13.04,47.77,9.59,17.56,16.29595238
ENSG00000102390,PBDC1,0.501082335,0.006705679,0.09079032,551.33,282.76,227.9,540.65,882.23,600.75,94.71,727.91,294.25,92.66,194.18,3.17,234.82,138.14,289.46,36.07,290.47,715.69,376.22,4158.68,272.06,970.25,1985.38,23.62,813.12,848.79,1240.64,15.05,469.7747619
ENSG00000270562,AC097634.1,0.237333862,0.184117986,0.484014137,1875.95,1606.5,1258.11,1352.72,2168.37,1155.92,987.18,1374.52,1153.77,1723.67,1368.62,990.31,1767.85,2001.25,1880.13,1329.48,1240.3,1748.75,1817.45,3157.44,1163.49,1688.62,3439.27,1398.17,1398.11,1847.01,2394.94,398.82,1571.456429
ENSG00000173272,MZT2A,0.130970656,0.495474436,0.769342179,87.65,156.81,96.2,145.3,74.4,33.97,138.61,75.56,161.51,97.58,135.69,74.47,93.93,136.99,110.91,198.73,62.45,112.54,38.73,38.43,107.01,107.81,71.71,179.82,149.1,55.12,108.72,237.03,122.8042857
ENSG00000270589,AL158163.1,0.372094819,0.029813704,0.189532597,1067.33,1696.59,743.47,1571.79,953.45,742.44,1325.22,859.91,1339.61,1134.08,1455.19,904.74,959.4,1139.33,1238.99,1288.16,890.28,1135.49,1026.29,772.81,912.3,1511.36,1612.77,1268.64,921.48,1807.81,1344.56,559.35,1162.864762
ENSG00000270605,AL353622.1,0.235459491,0.090847019,0.337435439,1361.37,1423.83,1337.5,1104.9,1803.79,1080.52,873.98,1454.86,1142.7,1184.1,1291.42,705.1,1606.83,1545.74,1078.03,1296.03,929.5,1832.2,1449.54,2931.14,1351.21,1179.65,2910.58,1120.82,1518.69,1637.57,2131.14,638.36,1379.187143
ENSG00000240666,MME-AS1,1.026167662,0.012532932,0.124491787,84.82,184.34,141.97,156.37,97.79,193.07,221,118.61,121.68,151.7,156.75,128.34,183.38,141.56,193.42,212.51,155.4,156.79,121.72,138.76,129.68,133.72,99.83,227.06,173.54,96.76,167.87,298.49,159.4480952
ENSG00000270640,AC104695.4,0.284532998,0.363732302,0.668898362,2643.58,1691.58,1509.36,1776.1,1674.11,2363.22,1948.94,1933.12,1617.26,2291.94,1693.82,2847.33,1588.94,1951.02,1663.71,1522.96,3062.98,1923.25,2716.5,1778.33,1838.19,2900.4,1777.28,1662.56,2131.38,2539.02,2380.55,1153.82,1905.55881
ENSG00000270647,TAF15,0.102304803,0.644937464,0.852581218,901.93,561.36,945.22,737.58,1039.54,1038.26,649.13,1275.04,603.99,553.51,680.8,998.23,705.58,708.94,574.86,556.85,845.26,752.35,915.64,1569.11,963.99,823.06,1085.49,473.17,507.59,663.84,824.96,660.94,755.4719048
ENSG00000270673,YTHDF3-AS1,0.044663903,0.877932111,0.955383994,524.47,734.85,821.93,800.28,623.94,799.62,1118.08,660,716.82,705.21,742.8,762.14,551.27,704.38,624.91,726.72,872.85,699.25,627.95,213.48,830.68,553.54,295.28,729.18,560.55,514.42,388.5,1313.1,722.9188095
ENSG00000102401,ARMCX3,0.379838119,0.005164073,0.080041187,5.65,5.84,6.54,2.95,11.69,5.8,10.01,5.74,3.32,13.12,5.85,7.92,2.24,10.27,5.41,1.97,7.26,7.59,2.77,4.27,8.16,9.33,11.25,3.81,8.15,8.57,4.8,7.52,6.585238095
ENSG00000173275,ZNF449,0.073621277,0.676724348,0.86971009,50.89,31.7,27.09,38.35,25.51,38.95,30.03,16.26,32.08,27.88,28.07,34.86,42.49,30.82,45.99,46.57,34.86,31.61,35.96,6.4,19.95,24.88,15.47,48,24.44,42.87,27.18,75.25,33.09857143
ENSG00000270720,AC104785.1,0.509776211,0.168324915,0.46450662,436.83,301.11,325.97,340.02,340.14,420.94,312.63,376.87,356.2,337.85,311.16,361.26,328.75,323.08,465.3,354.18,386.32,336.35,492.4,281.8,331,426.04,329.02,356.59,268.87,334.37,535.58,344.89,357.2102381
ENSG00000240671,IGKV1-8,0.268695908,0.524498546,0.789245246,113.09,202.69,134.5,126.86,110.54,94.46,123.2,99.48,190.27,140.22,184.82,77.64,144.25,195.22,127.15,266.94,124.9,150.47,55.33,78.99,124.24,106.77,94.21,244.58,158.88,133.5,119.91,180.6,157.4666667
ENSG00000270728,AL035413.1,0.230897958,0.400723173,0.697375917,1.41,0.83,0.93,2.21,3.19,0.83,3.08,2.87,5.53,1.64,0,1.58,4.47,2.28,1.35,3.28,0,2.53,2.77,0,2.72,9.33,1.41,1.52,4.07,2.45,1.6,3.76,2.308809524
ENSG00000270755,AL136141.1,0.187107418,0.511897067,0.780481537,2.83,2.5,0,1.48,1.06,1.66,0,0,0,0,1.17,0,0,0,0,3.94,2.9,0,2.77,0,0.91,0,0,2.29,1.63,0,0,5.02,1.22047619
ENSG00000270760,AD001527.1,0.520081761,0.018237669,0.149053985,7.07,15.01,6.54,5.9,9.57,6.63,5.39,4.78,32.08,20.5,9.36,15.84,14.54,12.56,4.06,11.81,0,6.32,8.3,2.13,9.98,3.11,14.06,10.67,32.59,13.47,17.59,1.25,9.969047619
ENSG00000102409,BEX4,0.080511966,0.633049696,0.845867548,414.21,313.63,321.3,399.77,456,533.63,356.52,479.22,306.42,393.61,276.06,410.38,280.66,347.05,319.22,196.77,636.12,298.41,556.02,435.51,425.31,487.2,352.93,221.73,325.9,472.78,452.45,216.97,347.4345238
ENSG00000240682,ISY1,0.33755758,0.009170112,0.107818577,2.83,30.03,2.8,9.59,2.13,1.66,3.85,6.7,6.64,4.1,1.17,4.75,8.95,20.55,16.23,24.27,4.36,13.91,0,4.27,2.72,3.11,4.22,10.67,9.78,7.35,0,0,9.96547619
ENSG00000270781,AC091133.7,0.161021433,0.576674014,0.820051076,128.64,187.68,152.24,152.68,194.52,144.18,192.51,156.87,201.33,144.32,190.67,88.73,139.77,140.42,189.37,128.55,111.83,202.31,157.68,185.73,133.31,168.97,329.02,213.34,137.69,127.38,588.34,97.82,191.7695238
ENSG00000270802,AC005776.1,0.647081297,0.002603267,0.056671889,299.7,512.15,303.55,398.29,360.33,347.19,271.82,327.13,481.2,469.05,448.02,380.28,395.84,474.91,426.07,573.9,354.37,469.12,290.46,247.64,247.57,422.93,461.19,617.18,562.18,518.09,577.15,470.31,434.9869048
ENSG00000270804,AC010326.5,0.136737,0.484165829,0.761170481,2242.09,2398.91,2381.72,2217.17,2365.02,1833.73,2229.23,2478.34,2025.45,2339.5,1992.11,1557.55,2530.46,2323.18,2588.89,2085.71,1940.32,2348.11,1872.78,2371.81,2251.72,2280.51,2334.09,2231.74,2088.2,2442.26,2375.75,1646.7,2247.314762
ENSG00000102445,RUBCNL,0.050048027,0.778310911,0.917972041,2461.22,1748.3,1528.04,1636.69,2017.44,1605.86,1287.49,1413.73,1865.05,2044.3,1630.65,1663.71,1888.62,2050.34,2050.55,1538.7,1789.28,1889.11,1850.65,3027.21,1320.38,2639.17,3326.78,1717.42,1929.32,2772.96,3416.55,1093.62,1869.68381
ENSG00000173276,ZBTB21,0.071433794,0.625123195,0.842966459,2820.29,3636.73,2480.73,2363.21,2589.29,1519.69,2117.58,2192.34,3000.01,2302.6,2454.16,1530.62,3145.46,3277.57,2917.58,2781.61,2005.68,2459.38,1759.36,3106.2,2069.44,2687.89,3267.73,2876.34,2648.74,3462.53,3712.32,1056,2754.538571
ENSG00000270820,AC016727.1,0.543236125,0.000413891,0.025375058,1302,1026.79,905.99,878.46,1512.55,488.06,557.5,1614.6,745.58,1189.02,952.19,782.74,1164.03,1428.16,1178.12,1195.02,871.4,935.7,852.02,4513.06,850.63,1312.33,2498.6,760.42,1206.64,1633.89,2095.97,427.67,1198.684524
ENSG00000270822,AC092032.1,0.479738876,0.209805732,0.515600415,1201.63,669.79,943.35,966.23,970.45,1185.75,860.12,1138.26,984.52,1167.7,879.66,1172.52,909.09,900.73,1084.79,826.41,845.26,981.22,1170.14,1799.67,945.85,1378.67,2255.35,890.71,893.78,1147.64,1350.95,891.7,991.8466667
ENSG00000270871,AC015849.3,0.347733891,0.032993804,0.199381395,2772.22,2183.71,2453.64,2071.87,2746.61,2957.34,2019.01,2499.38,2193.59,2523.19,2580.5,3709.29,2396.27,2314.05,3115.06,2247.06,1654.21,4363.66,3800.89,6425.88,2225.42,2967.78,4820.04,2390.22,2807.62,2804.81,4016.08,2695.17,2756.686429
ENSG00000270872,SRGAP2D,0.223671736,0.529849107,0.79327626,0,27.53,16.81,18.44,0,4.14,0.77,6.7,4.42,2.46,14.04,1.58,4.47,2.28,31.11,13.77,2.9,0,2.77,0,1.81,0,1.41,40.38,7.33,0,0,60.2,8.379047619
ENSG00000270878,AL136038.6,0.50268977,0.190678096,0.491601771,1764.27,1388.8,1689.62,784.05,752.55,802.1,821.62,950.78,492.26,1243.14,1672.76,823.93,1162.91,1049.14,1792.21,899.87,544.63,1002.72,716.47,4393.51,1140.82,1207.63,2402.99,585.17,1349.22,1412.2,1715.47,446.48,1194.14619
ENSG00000173281,PPP1R3B,0.459807678,0.054213869,0.258606824,1.41,2.5,6.54,5.16,2.13,0.83,0,0.96,0,2.46,1.17,0,4.47,1.14,1.35,4.59,1.45,7.59,0,14.94,3.63,1.04,0,1.52,4.89,7.35,6.4,1.25,3.394285714
ENSG00000270882,H4C14,0.458308456,0.043699009,0.231444561,39.58,14.18,81.26,39.83,41.45,35.63,77.77,35.39,11.06,26.24,65.51,11.09,136.42,11.42,54.1,8.53,92.95,3.79,52.56,25.62,49.88,18.66,4.22,17.52,67.62,13.47,22.38,56.44,51.45857143
ENSG00000270890,AL049844.2,0.491265526,0.173344208,0.471059409,237.5,165.99,277.4,193.25,260.42,278.42,158.63,345.3,223.45,142.68,214.07,304.22,241.53,180.37,209.65,115.44,270.13,213.69,287.69,296.74,343.7,225.98,156.07,138.67,183.32,208.22,151.88,154.26,202.3428571
ENSG00000270894,AC015849.4,0.037214024,0.900702283,0.964418008,586.68,719.01,904.12,682.26,840.78,559.32,474.34,468.69,1080.76,926.62,687.82,641.72,892.31,859.63,712.82,912.99,692.76,1105.14,647.31,1754.84,564.97,1002.39,1144.55,969.19,993.99,1130.5,1163.9,568.13,896.6607143
ENSG00000240695,AC117382.1,0.22061326,0.430470461,0.722317321,9.9,48.38,47.63,58.27,24.45,43.09,63.14,41.13,57.52,29.52,53.81,36.44,39.14,33.11,35.17,38.7,61,26.55,47.03,42.7,47.16,31.1,21.09,53.34,24.44,14.7,9.59,57.69,41.5802381
ENSG00000102471,NDFIP2,0.072963647,0.783276612,0.92014389,692.7,925.87,655.67,617.36,718.54,569.26,502.06,533.74,1175.89,931.54,944,592.6,821.87,848.22,654.66,1105.82,519.94,1163.3,431.54,1022.59,498.77,1319.59,1103.77,1312.83,1110.5,1151.32,1095.15,855.33,872.4214286
ENSG00000270921,CICP23,0.523189765,0.167496121,0.463333426,631.91,492.13,393.22,762.66,441.12,730.01,562.12,476.35,817.48,689.63,561.49,714.6,316.45,461.21,90.62,356.8,625.96,271.86,387.28,113.15,641.15,347.26,217.94,258.3,571.14,225.36,139.09,247.07,453.997381
ENSG00000270933,AC010719.1,0.215409517,0.603510202,0.833188576,583.85,579.71,325.04,379.12,469.81,283.39,233.32,321.39,478.98,484.63,478.43,378.69,579.22,539.98,530.22,524.71,323.87,605.68,453.67,708.77,293.82,512.08,1054.56,667.46,636.32,698.14,522.79,313.54,495.1633333
ENSG00000270948,MTDHP1,0.453287321,0.111457756,0.374926147,1034.81,1287.87,965.77,930.09,1026.79,984.4,887.07,742.26,1408.19,1145.56,1315.98,1031.5,1265.79,1100.51,1178.12,1470.49,1035.52,1191.12,998.63,1022.59,780.8,988.91,1003.94,1438.55,1271.82,1077.83,1287,984.51,1196.127857
ENSG00000237181,AC147651.4,0.497154483,0.000938812,0.035655863,9249.7,13067.22,19356.4,11225.25,81808.29,22907.15,28764.41,18289.57,10613.99,6744.62,11393.5,5496.6,16602.83,23748.97,14134.76,11841.99,95456.3,1421.25,74767.34,11182.32,9599.05,3741.08,1791.34,9069.43,17559.43,19098.4,13966.75,4192.63,17398.98619
ENSG00000240710,AL512306.3,0.377727931,0.051184448,0.251077776,374.62,332.81,264.32,224.96,229.59,169.04,249.49,295.56,367.26,308.33,320.52,323.24,276.19,229.46,248.88,257.11,165.57,409.69,185.34,283.93,242.13,263.3,419.01,331.45,359.3,300.08,743.42,136.7,326.4088095
ENSG00000270954,RPSAP75,1.321072101,0.000855221,0.034415511,144.2,210.2,198.94,167.43,179.63,232.84,229.47,134.87,243.36,209.92,230.44,161.62,263.89,270.56,175.84,358.11,355.82,237.72,185.34,292.47,179.56,103.66,161.7,304.02,187.39,158,151.88,436.44,226.6592857
