,gene_symbol,log2fold.FLU_vs_CC,p.FLU_vs_CC,p.adj.FLU_vs_CC,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000166394,CYB5R2,0.389746754,0.229183539,0.538821244,2664.78,2436.44,2013.72,2060.8,2568.04,1095.43,2045.2,2293.73,2842.93,2434.62,2148.86,1277.1,2196.12,2930.52,2514.5,2581.56,1176.39,4204.33,1562.96,7360.95,1224.25,3846.81,7868.42,2922.06,2672.37,3342.5,8222.41,657.18,2897.233333
ENSG00000173320,STOX2,1.20559781,0.008078923,0.099951278,81.99,100.93,75.65,81.13,120.11,91.98,104.72,92.78,137.17,93.48,101.77,88.73,82.75,92.47,124.44,105.6,162.66,128.98,66.39,78.99,82.52,97.44,47.81,107.43,79.03,80.84,145.49,95.32,98.4852381
ENSG00000270956,AC009948.3,0.668998201,0.026205873,0.177704615,2488.07,2676.67,2263.1,2409.68,2491.5,2596.06,2276.97,1915.9,3443.6,3581.82,3007.46,1863.36,2584.13,2909.97,3117.76,2894.42,2490.76,2678.13,1983.43,3234.29,1790.13,2170.63,2836.06,3106.45,2559.12,2712.95,3429.34,2283.81,2795.748571
ENSG00000270959,LPP-AS2,0.162218315,0.369213845,0.672810659,2333.98,2350.53,2227.61,2332.97,2838.02,1507.26,1993.6,2487.9,2284.3,2688.83,2468.2,2093.11,2286.69,2488.72,2035.68,1749.24,1449.43,3644.18,2337.52,4049.8,2553.7,3541.01,4831.29,1725.8,2255.22,2938.31,3130.37,540.54,2439.635476
ENSG00000102524,TNFSF13B,0.837353839,0.002656852,0.057061567,5.65,47.54,14.01,12.54,44.64,28.17,19.25,19.13,27.66,9.02,18.72,9.51,16.77,31.97,27.05,16.4,30.5,25.29,16.6,19.21,8.16,14.51,8.44,8.38,15.48,8.57,19.19,2.51,24.06
ENSG00000270964,AC016355.1,0.295150501,0.206836546,0.51166785,884.96,660.62,605.24,566.46,695.16,463.2,531.32,605.48,851.77,840.52,717.06,595.77,620.59,691.82,850.79,501.75,586.74,1155.72,691.57,1165.63,569.5,1035.56,1248.6,592.03,620.02,841.44,1328.57,237.03,736.8116667
ENSG00000270972,AC136475.9,0.383007738,0.442024484,0.731169767,0,0.83,3.74,0.74,2.13,3.31,3.85,1.91,5.53,1.64,2.34,0,0,2.28,8.12,2.62,0,15.17,0,2.13,1.81,0,0,3.05,3.26,3.67,1.6,2.51,2.978333333
ENSG00000270975,MAGOH3P,0.828762429,0.017644999,0.147175915,549.92,1120.21,908.79,891,705.78,606.55,1104.22,701.13,1184.74,981.56,1035.24,687.67,1065.63,1264.91,1065.86,1458.69,794.43,877.54,514.53,399.22,588.55,413.6,312.15,1619.89,804.97,818.17,730.63,815.2,1025.546905
ENSG00000102531,FNDC3A,0.535891771,0.007599046,0.096975849,607.88,449.59,334.38,337.81,459.19,498.83,249.49,254.43,560.84,391.15,499.49,573.59,554.62,478.34,599.21,606.04,397.94,660.05,575.39,542.25,228.53,515.19,735.38,610.32,611.06,703.04,872.92,559.35,492.9759524
ENSG00000240723,RN7SL382P,0.136124056,0.69505287,0.879619602,94.72,220.21,186.8,178.49,133.93,130.92,153.24,105.22,271.02,255.84,222.26,112.5,201.27,358.47,255.64,388.28,180.09,290.83,118.95,64.05,115.17,59.09,126.55,364.21,153.17,156.78,137.49,76.5,222.2971429
ENSG00000271022,AP002365.1,0.19789617,0.551334635,0.804590683,1374.1,1366.28,1214.21,1453.03,1509.36,1585.15,1679.43,1652.86,1303.1,1348.1,1299.61,1408.61,1335.11,1458.98,956.29,1439.67,1439.27,1392.17,1391.44,1571.25,1629.62,1718.68,1853.21,1288.45,1276.71,1352.19,1141.51,1069.79,1389.744048
ENSG00000271032,AC020907.4,0.41493635,0.040037454,0.222130463,1191.73,1245.33,1115.21,1218.48,1136.27,1242.93,1157.35,1110.52,1451.33,1356.3,1318.32,1549.63,1215.47,1231.8,1539.27,1523.62,1036.97,1454.13,1352.72,1462.37,1207.02,1705.2,1730.88,1551.32,1469.8,1527.33,1427.69,1290.52,1360.755714
ENSG00000173334,TRIB1,0.407091568,0.093756521,0.342368483,158.33,279.43,150.38,113.59,86.1,158.27,348.82,119.56,282.08,93.48,247.99,148.94,271.72,305.95,120.38,436.82,127.81,128.98,82.99,21.35,157.79,103.66,82.96,291.06,251.76,93.09,247.81,90.3,196.2469048
ENSG00000271046,AL512631.1,0.628072817,0.184829737,0.484922819,46.65,74.24,66.31,92.94,46.77,63.8,73.92,46.87,70.8,50.84,60.83,63.38,65.97,53.66,48.69,68.87,72.62,34.14,41.49,23.48,55.32,53.9,36.56,80,52.96,47.77,27.18,119.14,59.28309524
ENSG00000271064,AC027644.2,0.162726275,0.639334839,0.849472483,418.45,134.29,383.88,184.4,792.94,433.37,100.1,692.52,120.58,307.51,92.41,423.06,251.59,146.13,94.68,95.1,203.33,273.12,511.76,5601.83,408.99,515.19,1169.86,117.34,175.17,429.91,482.83,101.59,389.8038095
ENSG00000271092,TLCD4-RWDD3,0.514661384,0.113723689,0.377956705,682.81,453.76,309.16,300.2,488.95,424.25,234.86,242,476.77,385.41,518.21,484.85,537.85,465.78,495.05,484.7,479.27,438.77,650.08,717.31,245.76,564.95,897.08,521.17,544.25,603.83,557.97,469.05,458.402381
ENSG00000271109,AC008555.4,0.007864071,0.979132147,0.993217266,7.07,8.34,8.41,8.11,5.31,7.46,9.24,13.39,12.17,6.56,10.53,3.17,6.71,3.42,13.53,6.56,5.81,8.85,11.07,4.27,2.72,3.11,7.03,21.33,7.33,13.47,1.6,17.56,8.822857143
ENSG00000271122,AC018647.2,0.202949592,0.16693645,0.462691391,31.1,102.6,53.24,53.84,57.4,26.52,102.41,88,73.01,87.74,171.96,22.18,52.55,61.65,62.22,54.44,36.31,106.21,69.16,66.18,62.57,54.94,89.99,70.86,63.55,71.04,187.05,27.59,70.72428571
ENSG00000271147,ARMCX5-GPRASP2,0.220903782,0.294636902,0.607191401,0,3.34,4.67,0.74,1.06,0,0,0.96,1.11,4.1,1.17,0,0,3.42,0,1.31,0,2.53,0,0,2.72,2.07,0,0.76,0.81,1.22,0,5.02,1.389761905
ENSG00000102543,CDADC1,0.673967933,0.000215035,0.018667416,723.8,583.88,646.33,622.52,522.96,598.26,736.92,560.52,830.76,652.73,673.78,697.18,580.34,434.95,497.76,600.79,557.7,460.26,672.21,318.09,612.13,529.7,345.9,615.65,615.95,543.81,637.9,836.52,610.782381
ENSG00000271161,BOLA2P2,0.090625016,0.758024657,0.90902243,53.72,65.06,49.5,62.69,75.47,95.29,53.9,46.87,59.73,68.06,72.53,61.8,74.92,74.2,60.87,100.35,79.88,59.43,71.92,147.3,64.39,31.1,122.33,122.67,73.33,51.44,33.57,194.39,76.38785714
ENSG00000173369,C1QB,0.987042042,0.037564325,0.214263528,982.51,1297.05,769.62,842.32,1065.05,534.46,780.04,786.26,1439.17,879.88,1029.39,484.85,1200.93,1435.01,1268.75,1243.56,698.57,1560.35,520.06,2504.17,727.3,867.63,1566.37,1172.63,1001.32,1215.01,1485.25,372.48,1193.711667
ENSG00000102547,CAB39L,0.102729472,0.363303841,0.668884393,6987.82,6054.83,5980.46,5770.84,8650.11,4085.92,4232.85,7213.1,4007.76,5872.13,5456.95,5182.87,6585,5291.38,5993.41,3869.72,4795.62,6021.37,7084.47,12461.09,6538.42,8087.53,12210.39,3719.05,5314.59,7832.64,5592.46,1515.02,5821.805476
ENSG00000173372,C1QA,0.698382236,0.068998811,0.290205692,880.72,720.67,438.98,510.41,684.53,455.74,395.79,448.61,639.38,695.37,501.83,526.05,751.42,706.66,765.58,727.38,556.25,679.02,591.99,695.96,334.63,696.59,818.34,658.32,664.83,930.85,797.78,534.27,629.7164286
ENSG00000271259,AC010201.1,0.478856526,0.060279686,0.271708657,2.83,4.17,0,0.74,0,0,0,0.96,11.06,0,1.17,0,3.35,3.42,6.76,0.66,1.45,1.26,0,0,0,2.07,0,0,0,0,4.8,5.02,2.101428571
ENSG00000271267,AL353807.4,0.357641856,0.141346022,0.422281416,807.21,1021.79,754.68,947.05,763.18,752.39,808.53,636.08,970.14,772.45,1092.56,708.27,882.25,1086.82,845.38,1346.53,965.8,687.87,644.55,360.79,656.56,493.42,459.79,1453.03,1271.01,838.99,690.66,1303.06,942.962619
ENSG00000102554,KLF5,0.909539339,0.001504245,0.044632329,1368.44,1654.05,1380.47,1285.6,2144.99,1756.67,1824.2,1221.47,1127.22,1162.78,1723.06,1028.33,1808.11,1788.91,852.14,1278.97,2766.7,613.26,3988.99,2230.91,1217.91,721.47,780.37,876.24,1129.24,1202.76,1139.91,902.99,1477.44881
ENSG00000173391,OLR1,1.532267192,0.008670878,0.104401278,510.34,270.25,361.46,512.62,319.94,522.86,328.8,424.69,362.83,518.25,343.91,573.59,271.72,344.77,363.85,236.77,525.75,366.69,390.05,211.35,403.55,521.41,261.53,236.2,281.9,449.5,406.08,244.56,357.2947619
ENSG00000271304,DPRXP2,0.891658361,0.023611727,0.169241384,4195.8,3746.84,5565.76,5030.3,5042.53,5452.31,4690.24,7365.18,1959.08,3640.05,3944.44,5251,4043.36,2799.23,3255.73,2007.66,5685.9,5518.11,6647.4,5168.46,8588.81,4563.1,6012.39,2278.21,3630.51,3354.74,2159.92,3456.44,3874.899524
ENSG00000271327,AC010201.2,0.434361503,0.015422372,0.137494985,5376.22,4972.98,5785.25,4864.35,6196.87,5178.04,4502.36,6605.71,2964.62,3553.94,5027.64,7009.78,4823.86,3825.54,4087.58,2788.16,4393.32,5519.37,6531.22,6558.24,8329.45,6525.37,6784.33,2472.51,4683.98,4901.67,3223.1,2095.69,4668.126429
ENSG00000271335,AL117336.2,0.213190002,0.232507532,0.542193918,1737.41,1443.85,1031.15,1370.43,2308.68,1248.73,965.62,1437.65,1138.28,1825.35,1062.15,1297.7,1458.12,1494.37,1368.84,922.83,1084.9,1817.03,2118.98,4455.42,1166.21,2916.98,5192.65,1195.49,1713.41,2057.67,3406.95,398.82,1542.529762
ENSG00000271344,AC018638.6,0.212046727,0.433122856,0.724205679,272.84,407.88,297.01,289.13,209.4,233.67,308.78,206.61,348.45,378.03,283.08,301.05,292.96,409.84,321.92,383.04,222.21,347.73,298.76,202.81,185,306.83,269.97,341.35,395.15,413.98,398.09,193.14,330.1195238
ENSG00000271399,AL078624.1,0.18483071,0.739022519,0.899895415,3610.54,2667.49,4359.95,3969.66,4397.34,5315.59,3130.17,4629.54,3054.22,2642.91,3368.92,4894.49,3351.21,2299.21,2341.37,2248.37,4393.32,2812.16,5560.25,4908.01,6160.26,5801.83,3693.77,2449.65,3093.59,3833.64,5106.43,4361.94,3400.824048
ENSG00000271424,AL157791.2,0.172004836,0.551893014,0.80485609,1324.62,1005.94,767.76,803.96,969.39,391.94,530.55,614.08,1153.77,1074.22,711.22,459.5,1049.98,1190.7,1140.25,873.64,731.98,1096.29,710.94,1285.18,479.73,1187.94,1399.05,944.05,928.81,1555.5,1969.67,257.1,971.5571429
ENSG00000271427,AL358072.1,1.402765263,0.000119449,0.014183593,207.81,203.52,108.35,227.18,195.58,183.95,133.98,139.65,237.83,216.48,164.94,131.51,125.24,144.98,146.08,131.18,161.21,147.94,154.91,157.98,141.47,161.71,95.61,164.58,168.65,247.41,127.9,268.39,169.0216667
ENSG00000237188,AC242426.2,0.554008916,0.00355598,0.066068538,603.64,408.72,406.29,421.16,576.11,586.66,362.68,469.65,508.85,619.11,409.42,503.87,438.33,489.75,465.3,396.15,492.34,333.82,652.84,631.91,384.51,666.53,648.2,404.59,492.92,680.99,725.84,423.9,473.2183333
ENSG00000271447,MMP28,0.17549151,0.680707973,0.871760208,2447.08,2508.18,1977.3,2280.6,3053.79,1798.1,2129.13,2039.29,2423.68,2412.48,2665.89,1787.3,2332.54,2878.01,2415.76,2477.93,2224.98,2238.1,2564.35,2918.33,1820.06,2877.59,4000.29,2213.45,2481.72,2866.05,3466.11,1087.35,2507.827619
ENSG00000102580,DNAJC3,0.463445871,0.015096218,0.136005856,234.67,264.41,191.47,180.71,180.7,174.84,177.11,127.22,279.87,241.08,252.67,220.24,221.4,270.56,213.71,267.6,206.23,255.42,146.61,119.55,165.05,233.23,216.54,261.35,263.98,284.16,233.42,209.44,234.3754762
ENSG00000240767,RN7SL288P,0.225865892,0.486384372,0.763184756,1747.31,1433.84,3089.7,1874.19,3169.65,2064.09,1724.09,3676.85,1397.13,2328.02,1489.11,3118.28,1944.53,1750.09,1581.2,1250.12,1934.51,1981.41,2539.46,4175.76,2955.44,4088.34,4171.84,1178.73,1682.45,2679.88,2174.31,1192.7,2010.90619
ENSG00000102595,UGGT2,0.263745674,0.140589009,0.420967412,227.6,244.4,238.17,218.32,133.93,175.67,191.74,180.78,243.36,209.1,239.8,182.22,200.16,204.35,220.48,190.21,155.4,183.35,179.81,168.65,196.79,359.7,233.41,239.25,186.58,242.51,313.36,153.01,222.8416667
ENSG00000271533,Z83843.1,0.197810775,0.297135767,0.609678786,380.28,656.45,467,499.34,360.33,344.71,548.26,371.13,512.17,456.75,497.15,348.59,509.89,694.1,486.94,659.82,415.37,375.55,307.06,153.71,345.51,315.13,262.94,612.6,466.04,464.2,314.96,445.22,506.1016667
ENSG00000240770,C21orf91-OT1,0.52802395,0.027778187,0.182266471,3801.38,2121.15,2911.31,2732.74,3048.48,3313.64,2795.2,2920.25,2545.37,2938.11,2120.78,3458.94,2536.05,2505.84,3010.91,1953.88,3264.85,2378.45,3009.73,3276.99,3116.86,3263.21,3395.68,1989.44,2374.99,3006.9,3747.49,1596.54,2726.232619
ENSG00000271537,AC009220.3,1.101586359,0.044044058,0.232060448,2389.12,308.62,1017.14,481.64,1367.99,2025.97,905.55,1560.08,6380.56,519.89,1256.33,3178.49,708.93,832.24,680.36,764.76,2110.25,919.26,3098.25,2465.75,1201.58,1413.92,1116.43,694.89,2036.87,785.1,4118.4,1059.76,1464.279286
ENSG00000271538,LINC02427,0.685279341,0.067484306,0.287022372,11.31,32.53,17.75,33.93,10.63,4.14,20.02,20.09,15.49,12.3,18.72,4.75,10.06,10.27,24.35,26.89,8.71,59.43,2.77,19.21,10.88,8.29,32.34,22.86,38.29,3.67,43.17,66.47,23.77261905
ENSG00000271550,BNIP3P11,0.03197363,0.92685385,0.97517063,985.33,792.41,857.42,1186.77,603.74,1206.47,830.09,976.6,721.24,1015.18,900.72,976.05,918.03,820.82,513.99,677.53,945.47,778.91,1338.89,446.18,796.22,951.6,975.82,758.13,857.11,1223.58,693.86,1197.72,813.707381
ENSG00000173409,ARV1,0.395628913,0.004774232,0.077706709,73.51,405.38,140.1,291.34,98.85,185.61,616.79,104.26,215.71,58.22,223.42,190.14,183.38,173.53,148.79,274.16,137.97,72.07,185.34,8.54,427.13,85,63.27,457.93,145.02,50.22,60.75,856.59,222.445
ENSG00000271553,AC018638.7,0.389720854,0.063903596,0.28092913,4937.98,2547.38,3437.15,3258.63,3624.59,3969.08,3655.32,3994.42,5452.46,2630.61,3715.17,4132.35,3154.4,2768.41,3230.03,2414.97,3545.15,3024.59,4658.44,4632.61,4690.25,5571.71,4873.47,2695,2905.39,3077.94,13491.92,1661.75,3698.834524
ENSG00000271555,AC113139.1,0.712445878,0.00653942,0.089300035,371.8,459.6,373.6,342.98,266.8,290.02,427.37,310.87,450.22,342.77,422.28,332.74,455.1,461.21,501.82,695.24,351.47,432.45,403.88,339.44,337.35,303.72,327.62,620.22,519.81,340.5,402.89,796.39,419.8788095
ENSG00000271576,AL359504.2,0.074066579,0.8230217,0.934567263,9830.72,4636,4140.46,8666.58,5635.65,7862.76,2462.55,5656.84,5207.99,9652.39,4240.39,6967,7373.32,8693.38,4489.31,3463.73,4561.79,5846.87,9695.85,6001.05,3660.97,14232.47,7010.71,4557.19,7379.16,17606.59,8188.84,1827.3,5704.344048
ENSG00000271580,AL583832.1,0.161944724,0.493334796,0.767818472,0,0,0,0,0,0.83,0,0,0,0,0,0,0,1.14,0,5.25,0,0,0,0,0,1.04,2.81,0,4.07,0,0,2.51,1.024285714
ENSG00000271581,AL671883.2,0.00517082,0.98904368,0.996519627,1.41,0.83,0,0,0,0,0,0,3.32,0,0,0,3.35,0,0,0.66,0,3.79,0,0,0.91,0,0,0.76,5.7,0,3.2,0,1.678095238
ENSG00000271590,AC108463.3,0.618589434,0.035126339,0.206706208,29.69,36.7,24.28,18.44,30.82,33.14,30.03,24.87,33.19,38.54,24.57,28.52,32.43,36.53,45.99,49.85,18.88,15.17,22.13,25.62,24.49,40.43,23.9,37.34,43.18,40.42,19.19,62.71,33.29190476
ENSG00000271607,Z84480.1,0.320750707,0.111067589,0.374413661,620.61,1283.7,712.65,635.79,663.27,391.94,792.36,402.69,1144.92,1120.96,777.89,367.6,1184.16,1512.64,1141.6,1619.38,469.1,985.02,309.82,441.91,479.73,564.95,449.95,1487.32,1109.69,1063.13,973.64,282.18,942.707619
ENSG00000102678,FGF9,0.877214845,0.026633647,0.178538107,388.76,516.32,424.04,445.5,362.46,412.65,491.28,375.91,616.15,592.05,540.43,362.85,502.07,581.08,558.63,700.48,392.13,563.95,395.58,473.94,390.85,499.64,482.29,640.03,524.7,545.04,697.06,430.17,517.1302381
ENSG00000271614,ATP2B1-AS1,0.148752414,0.2292559,0.538930043,4.24,0.83,8.41,5.16,5.31,1.66,3.08,3.83,1.11,5.74,2.34,9.51,1.12,5.71,2.71,2.62,0,0,16.6,2.13,0,9.33,4.22,0,4.07,4.9,11.19,2.51,3.56047619
ENSG00000271643,AC112220.2,0.448055404,0.068643611,0.289343569,7.07,15.85,12.14,10.33,6.38,14.92,16.94,8.61,6.64,10.66,21.06,7.92,12.3,10.27,8.12,14.43,11.62,5.06,8.3,10.67,9.07,6.22,2.81,17.52,13.04,3.67,6.4,27.59,12.32904762
ENSG00000271646,AC099343.4,0.604004239,9.99E-07,0.001474185,329.39,209.36,153.18,146.78,193.45,154.95,140.15,145.39,287.61,214.84,205.88,299.47,211.34,203.21,190.72,228.9,174.28,379.34,199.17,320.23,189.53,346.22,357.14,265.16,248.5,289.05,685.87,120.4,239.7788095
ENSG00000173421,CCDC36,0.283587396,0.206571569,0.511563609,1522.53,1649.88,1185.26,1375.59,1100.13,1165.87,1151.19,1092.34,1753.33,1667.09,1690.31,1278.68,1214.35,1560.58,1617.72,1814.18,1188.01,1828.41,1148.01,975.62,1054.67,1449.16,1282.34,1971.15,1494.25,1725.75,1601.96,860.35,1504.808333
ENSG00000271680,AC098935.2,0.120729072,0.726354424,0.894273025,1.41,5.84,1.87,0.74,0,0.83,1.54,1.91,1.11,2.46,0,1.58,0,5.71,0,6.56,1.45,8.85,0,2.13,3.63,0,1.41,3.05,0.81,3.67,1.6,1.25,3.140238095
ENSG00000102699,PARP4,0.155657286,0.377438105,0.678698754,988.16,1230.32,919.06,866.66,1192.61,661.24,717.67,715.47,1192.48,1106.2,1029.39,739.96,1108.12,1197.55,1082.09,1121.56,697.12,1230.32,868.62,1522.14,764.48,1282.27,1472.16,1157.39,1230.27,1366.88,1413.3,500.41,1096.403095
ENSG00000271717,AC022146.2,0.028120509,0.921151331,0.972857275,3021.03,1885.93,2922.51,2864.03,2109.91,4312.96,2715.89,2850.42,2476.78,3148.04,2364.09,3151.55,2416.4,2633.7,2682.22,2622.23,2482.04,1548.97,2896.31,1906.42,2734.17,3037.23,2360.81,2631.76,2087.38,2744.79,2043.21,3813.88,2564.382381
ENSG00000271725,AC103858.1,0.739236041,0.003901863,0.068977657,238.91,234.39,258.72,318.64,233.84,248.59,258.73,307.04,325.22,322.27,269.05,272.53,276.19,244.31,213.71,308.92,172.83,263.01,157.68,294.61,278.4,373.17,416.2,274.3,246.05,338.05,287.78,140.47,277.5607143
ENSG00000271734,Z98200.2,0.312142703,0.189440254,0.490602291,148.44,283.6,236.3,208,192.39,201.35,367.3,205.65,243.36,262.4,238.63,174.29,225.87,267.14,189.37,392.87,168.47,275.65,149.38,87.53,211.3,107.81,97.02,389.35,234.65,151.88,123.1,341.13,249.0771429
ENSG00000271736,LINC02772,0.381061533,0.310832047,0.622714292,2.83,15.01,7.47,5.9,3.19,3.31,10.78,0.96,5.53,5.74,10.53,6.34,8.95,5.71,6.76,11.81,7.26,1.26,2.77,0,5.44,6.22,0,12.19,3.26,2.45,3.2,5.02,6.212857143
ENSG00000240809,AC026877.1,0.026673225,0.905447329,0.966493452,27132.74,16009.13,24624.21,22778.72,35257.34,44145.46,24906.57,32083.5,17433.71,25091.63,17994.47,39719.99,23680.95,16452.92,23392.01,13025.21,34084.9,20399.56,42990.95,51650.44,34532.1,31594.42,48446.45,16659.16,16762.6,24294.03,27751.25,27718.01,24007.66357
ENSG00000271752,AC112187.3,0.073931389,0.82730866,0.936312039,216.29,104.26,218.56,163.74,155.19,323.16,136.3,200.87,182.52,171.38,204.71,362.85,108.46,138.14,223.18,148.89,82.78,120.12,246.2,426.97,180.46,402.2,669.29,170.68,153.17,197.19,180.66,160.53,185.1545238
ENSG00000010818,HIVEP2,0.135476175,0.358688756,0.665069406,1214.35,1005.94,1079.71,1239.87,1108.63,1189.9,1062.64,1143.04,1055.31,1170.16,1101.92,1088.54,926.98,1180.43,996.87,957.59,944.02,1003.98,1128.65,943.6,1129.94,1340.32,1134.71,906.71,1018.43,1265.22,973.64,580.67,1082.527857
ENSG00000102738,MRPS31,0.436493873,0.000403594,0.025268651,73.51,154.31,131.7,133.5,95.66,125.12,180.19,91.83,115.04,114.8,166.11,77.64,101.75,150.69,174.49,215.13,98.76,112.54,55.33,38.43,113.36,40.43,25.31,201.15,115.69,73.49,43.17,260.86,137.3154762
ENSG00000240823,RN7SL23P,0.176730661,0.577516234,0.820411366,63.62,178.5,112.08,67.86,69.09,190.58,157.09,140.61,221.24,152.52,210.56,220.24,169.96,143.84,171.78,228.25,155.4,220.02,121.72,44.83,99.75,115.06,94.21,234.68,137.69,146.98,84.73,169.31,157.312619
ENSG00000173451,THAP2,0.339056334,0.024482064,0.171848134,1.41,7.51,7.47,2.21,2.13,7.46,3.08,0,2.21,0,3.51,4.75,0,3.42,1.35,1.97,5.81,8.85,0,0,0.91,1.04,0,3.05,0,1.22,0,0,2.663809524
ENSG00000271780,AL118558.3,0.400263246,0.040602669,0.223764137,9415.1,11470.72,8957.14,8287.46,9520.65,8901.85,8501.88,7347.97,11163.77,10601.97,11163.05,10135.98,10064.8,10580.47,11273.99,16058.68,8914.44,8800.65,8138.43,7305.44,7589.46,10802.37,8231.19,16231.71,11141.66,11813.26,7798.74,12900.21,10156.35881
ENSG00000271781,AC026740.1,0.053729725,0.855599752,0.948212606,962.72,692.31,1019.94,909.44,1443.46,890.76,659.91,1296.08,836.29,1095.54,855.1,991.89,956.05,770.59,635.73,501.75,734.88,911.68,1087.15,2815.86,1127.22,2306.43,2937.3,515.07,693.35,1559.18,1047.19,295.98,962.0859524
ENSG00000271788,AC008875.1,0.23613904,0.263866028,0.575928165,10821.71,5530.17,9545.57,10569.54,9319.76,12671.23,10671.05,13621.76,7063.09,8004.98,8686.66,15494.73,7134.03,6282.29,7409.59,4923.72,10882.36,8958.71,16523.06,11656.25,13983.69,10441.64,17782.68,4888.64,6073.12,7602.37,8275.17,5060.5,8505.710952
ENSG00000271795,AC011337.1,0.064517424,0.754134873,0.906884385,176.71,197.68,129.83,121.7,94.6,165.72,98.56,102.35,244.47,131.2,238.63,155.28,159.9,166.68,225.89,238.09,130.71,189.67,165.98,138.76,86.15,192.81,168.73,282.68,207.76,214.34,263.8,234.53,181.6666667
ENSG00000271797,AC008494.3,0.354214819,0.230927214,0.54052194,189.43,175.16,177.46,153.42,153.06,193.9,157.86,168.35,110.62,101.68,262.03,163.2,135.3,172.38,135.26,145.61,165.57,113.8,143.85,125.96,260.27,65.31,95.61,45.72,56.22,50.22,78.34,62.71,162.115
ENSG00000271806,AL590822.2,0.129821868,0.621304927,0.841700944,192.26,66.73,81.26,128.34,111.61,208.81,133.21,146.35,110.62,118.9,94.75,231.34,96.16,101.6,119.03,68.21,124.9,147.94,199.17,256.18,98.85,135.79,130.77,64,129.54,106.56,171.07,116.64,113.9007143
ENSG00000271819,RNU6-94P,0.379268727,0.088228672,0.332329268,197.92,219.37,241.91,239.71,139.24,287.53,245.64,189.39,194.69,259.12,245.65,266.19,169.96,146.13,239.41,192.83,203.33,136.56,329.19,202.81,243.04,156.53,229.19,176.01,179.24,187.4,132.7,410.11,204.3233333
ENSG00000271821,AL662844.3,0.811864255,0.001812261,0.048020946,824.17,842.45,753.75,826.83,603.74,774.76,833.17,740.34,777.66,1016,966.22,887.31,729.06,848.22,680.36,801.49,871.4,639.82,1200.57,420.56,832.49,632.32,546.96,800.04,755.27,749.58,521.2,818.96,804.4719048
ENSG00000237190,CDKN2AIPNL,0.151747089,0.215654353,0.523207443,506.1,567.2,564.14,668.25,400.72,623.12,740.77,644.69,512.17,519.07,572.01,551.4,535.61,512.58,439.6,595.54,578.03,474.17,417.71,264.72,593.99,471.65,357.14,506.69,419.59,362.54,391.7,684.77,544.2292857
ENSG00000271825,AC019080.3,0.185772772,0.541856655,0.799361278,4438.95,2418.09,2440.57,2581.53,4164.55,2755.16,2847.56,2871.47,3086.3,2641.27,3005.12,2687.29,2322.47,2286.65,2422.52,1507.88,2723.13,2608.58,4340.31,11466.25,3583.89,8972.78,6579.04,1766.19,2030.35,3544.59,20460.91,783.85,3490.937857
ENSG00000271833,AL445222.2,0.038142412,0.92005168,0.972420324,39.58,110.1,109.28,95.89,97.79,92.81,150.93,74.61,109.51,118.08,108.79,68.13,108.46,178.09,94.68,171.19,71.16,92.31,52.56,42.7,99.75,48.72,33.75,149.34,93.7,63.69,57.56,146.74,112.3011905
ENSG00000271843,AC012557.1,0.400845125,0.042443374,0.228722625,98.96,206.03,209.22,212.42,255.1,182.3,354.98,208.52,195.8,313.25,168.45,120.42,187.86,270.56,236.71,279.41,136.52,271.86,182.58,162.25,128.77,68.42,113.89,202.68,102.66,225.36,94.33,84.03,216.6269048
ENSG00000271849,AC012603.1,0.431942304,0.196669733,0.49934142,142.78,435.41,360.53,356.99,172.19,324.82,477.42,243.91,286.51,274.7,334.55,229.75,345.52,383.58,300.28,474.86,344.2,208.64,171.51,81.12,260.27,127.5,101.24,392.4,278.64,122.48,143.89,781.34,317.432619
ENSG00000271851,AC087501.4,0.204099729,0.177517804,0.475107429,21244.77,16256.03,29198.98,29860.24,41878.32,34370.25,29052.4,45651.7,9000.04,21419.61,17951.19,31653.35,19184.73,14908.32,13423.29,6927.45,28274.1,11780.99,61218.04,59064.75,43826.44,49104.61,67389.15,9218.01,12545.47,18252.06,22566.47,5512,21762.89262
ENSG00000271855,AC073195.2,0.034180169,0.87401563,0.953888423,282.74,320.3,359.59,413.05,321,460.71,366.53,342.43,318.59,361.63,277.23,438.9,319.8,277.41,339.5,358.77,379.06,295.88,329.19,166.52,388.13,332.75,264.34,334.49,326.71,338.05,268.59,642.13,333.4157143
ENSG00000240857,RDH14,0.36948489,0.074027731,0.301299743,49.48,66.73,56.04,48.68,57.4,48.89,60.83,33.48,85.18,109.88,39.77,39.61,60.38,78.77,93.33,106.25,59.55,89.78,41.49,36.29,38.09,21.77,32.34,56.38,76.59,83.29,46.36,37.62,74.98738095
