,gene_symbol,log2fold.FLU_vs_HC,p.FLU_vs_HC,p.adj.FLU_vs_HC,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,FLU_1,FLU_2,FLU_3,FLU_4,FLU_5,FLU_6,FLU_7,FLU_8,FLU_9,FLU_10,FLU_11,FLU_12,FLU_13,FLU_14,mean
ENSG00000266498,AC055811.3,1.501689207,0.001992257,0.010589813,1329.66,1103.87,1407.94,1090.68,1371.91,1097.88,1223.23,1183.51,993.24,1282.27,1445.7,1367.91,1292.4,1368.25,1152.42,1109.1,1193.82,1526.21,1225.47,1829.56,1817.34,1771.54,2016.32,1074.34,1217.23,1373.01,1256.62,834.01,1331.003333
ENSG00000266541,AP001381.1,0.487117895,0.32063601,0.487024804,207.87,224.29,245.27,252.59,200.67,260.44,205.8,224.18,213.7,291.32,259.86,248.4,246.98,231.63,208.3,218.41,326.78,173.23,246.2,113.15,230.34,182.44,151.86,228.58,207.76,240.06,195.05,317.3,230.55
ENSG00000172845,SP3,0.531476409,0.005025418,0.022137286,1196.11,1368.85,1387.61,1951.93,1613.35,1474.52,1426.71,856.33,1444.71,1572.01,1489.4,1382.12,1455.48,1571.16,1197.06,921.52,1960.66,2080.04,3579.58,1618.21,2786.76,2415.27,2802.32,782.52,1249.01,1222.36,1085.56,1076.06,1740.641667
ENSG00000266601,AC018521.6,0.157152879,0.520725042,0.670982118,996.37,1183.04,1050.2,1036.9,1048.12,1008.92,898.34,1253.18,1553.07,1380.42,1050.93,728.29,1005.83,802.64,1280.92,964.81,1050.04,1017.89,777.33,1182.7,843.37,637.51,1071.43,1075.1,1044.51,892.88,1248.63,763.78,1020.430238
ENSG00000101856,PGRMC1,0.725034226,0.269721646,0.431206346,25.55,54.97,32.52,42.89,35.18,51.29,56.65,33.32,48.16,15.7,26.06,18.95,26.39,35.01,36.52,46.57,53.74,67.02,22.13,42.7,25.39,13.48,5.62,19.81,28.52,29.4,68.75,70.23,38.28285714
ENSG00000266604,LINC01887,0.293951786,0.621033302,0.750079249,931.34,886.18,825.25,900.73,760.31,965.65,975.81,998.71,1033.37,518.25,468.36,548.92,462.85,424.66,1144.31,1033.67,1111.04,964.78,1538.06,1398.32,516,1492.7,1126.27,1075.87,972.81,1128.05,1865.75,1155.07,945.0754762
ENSG00000266643,MIR3677,0.498524741,0.234868082,0.390617595,646.83,493.66,478.35,571.89,624.39,620.26,583.87,536.21,542.77,565.36,357.98,395.96,468.51,496.49,569.45,596.85,405.2,577.86,627.95,631.91,612.13,508.97,857.71,534.89,610.25,647.92,446.05,407.6,545.9554762
ENSG00000266677,AC087164.1,1.148674727,0.000334964,0.002572623,11.61,15.39,8.13,8.85,7.2,8.01,11.56,7.07,7.02,11.78,9.97,8.8,10.37,12.57,8.12,9.18,11.62,7.59,11.07,0,12.7,1.04,2.81,9.14,7.33,6.12,3.2,22.57,7.771190476
ENSG00000240057,AC078785.1,0.194745083,0.155826002,0.291481891,203.22,264.97,229.01,234.89,169.49,197.94,203.49,123.2,227.74,230.07,236.1,235.54,242.27,287.3,220.48,189.55,418.27,252.89,362.38,230.56,367.28,260.19,239.03,191.25,231.39,298.85,159.88,274.66,260.1197619
ENSG00000266696,AC044840.1,0.633078338,0.03200221,0.09127349,42.97,42.88,52.85,43.57,49.57,43.27,40.47,34.33,57.19,43.19,54.42,54.82,53.73,55.66,41.93,36.73,62.45,84.72,82.99,147.3,156.89,147.2,236.22,40.38,86.36,133.5,94.33,40.13,73.20333333
ENSG00000266698,MIR3945,0.633862186,0.151793393,0.285869785,361.16,363.93,295.41,337.01,283.02,325.36,231.23,412.01,538.76,366.7,325.01,374.3,403.46,325.01,353.03,447.31,332.59,364.16,354.09,164.38,326.47,286.1,172.95,416.02,294.12,269.46,265.39,861.6,343.2319048
ENSG00000101868,POLA1,1.341534257,0.040524522,0.108933976,2356.23,1992.25,2113.94,1781.72,1952.33,1621.17,1648.7,1503.62,1741.68,2069.06,1904.86,2062.35,2366.1,2331.6,2180.4,1642.99,3918.41,3144.72,3925.37,2779.57,3747.12,2584.23,2893.71,1461.41,1915.47,2241.4,1688.29,3258.29,2444.25119
ENSG00000266709,AC005224.3,0.602443185,0.248806542,0.407140081,2644.22,2662.93,2771.16,3069.85,2727.83,2694.2,2689.25,2926.45,3176.36,2415.34,2043.61,2275.56,2355.73,2100.86,2335.95,2768.49,1966.46,2437.88,1684.67,1165.63,1752.04,2088.74,2182.23,2464.13,2043.39,2514.53,3421.34,1433.5,2299.715476
ENSG00000266717,AC134407.1,2.062672466,4.43E-06,8.10E-05,62.71,75.86,79.95,68.76,76.75,47.28,43.93,78.77,63.21,91.87,74.35,103.56,87.67,83.5,47.34,61.65,61,106.21,47.03,100.34,100.66,90.18,88.58,54.86,79.03,106.56,68.75,73.99,74.81404762
ENSG00000266718,AC079336.5,0.581949412,0.068489718,0.160881804,106.84,126.44,86.73,127.31,83.95,80.94,79.78,88.86,148.48,128.78,126.48,112.36,115.01,80.8,82.51,99.04,182.99,54.37,66.39,96.07,126.05,118.17,88.58,123.44,114.06,131.05,51.16,242.05,110.5709524
ENSG00000266733,TBC1D29P,1.109888431,0.05727742,0.140946786,5498.64,4352.82,4572.08,4716.76,4905.61,4598.26,4444.32,3557.59,4257.89,4731.75,4296.48,4607.29,4784.98,5160.58,4873.45,3947.11,7907.98,4045.01,10080.37,7200.83,8577.03,6272.45,7286.3,3600.95,3784.5,4159.44,5055.27,6378.62,5653.113095
ENSG00000266777,SH3GL1P1,0.335519372,0.192002146,0.338256198,2110.04,1841.62,1876.8,2043.16,1689.3,1859.98,1832.53,1867.15,2349.67,1809.94,1971.55,1975.72,2182.28,1709.42,2129.01,2405.78,2935.17,1653.92,2860.35,1695.07,2269.86,2015.14,2051.47,2374.22,2036.05,2291.61,1801.8,4218.97,2206.97381
ENSG00000266783,AP005136.3,1.502157478,0.000334515,0.002570707,2.32,7.7,5.42,8.17,9.59,4.01,4.62,7.07,7.02,8.64,7.67,12.18,8.48,6.28,1.35,14.43,4.36,12.64,2.77,4.27,8.16,4.15,2.81,1.52,6.52,1.22,7.99,10.03,6.348571429
ENSG00000172878,METAP1D,0.310084009,0.006599799,0.027254594,1481.79,1528.27,1580.04,1783.08,1361.52,1701.31,1544.64,1183.51,1338.37,1528.04,1915.59,1675.87,1352.73,1981.46,1364.78,871.67,1729.73,1284.69,1601.68,749.33,1419.23,2405.94,1723.85,893,1102.35,2067.47,1518.82,694.8,1569.515
ENSG00000266805,AP005432.1,0.458686791,0.407706018,0.572321906,5.81,1.1,1.36,4.77,4,4.81,1.16,0,2.01,0.79,0.77,4.06,1.89,3.59,0,0,4.36,1.26,2.77,2.13,0,1.04,5.62,0.76,4.07,3.67,1.6,0,2.092857143
ENSG00000266852,MIR4482,0.683978325,0.075798495,0.173279002,1147.34,1119.27,1248.04,1409.31,1056.91,1242.12,1081.02,1089.59,1261.11,1391.41,1288.56,1082.95,1434.74,1220.12,1284.98,1002.19,1693.42,1030.54,1764.89,877.42,1304.96,1447.09,1189.54,1137.58,997.25,1399.95,1771.42,1246.63,1297.847381
ENSG00000266865,AC138207.8,0.804392348,0.053143831,0.133154304,607.35,703.66,509.51,659.04,544.45,634.68,657.86,594.78,643.1,668.22,655.4,559.08,751.31,616.79,819.68,730.66,1081.99,527.28,1217.17,578.54,706.44,706.96,651.01,710.13,616.76,812.05,602.73,1077.32,732.8792857
ENSG00000010404,IDS,0.987422863,0.057314151,0.140996752,160.26,326.54,176.16,176.33,151.9,213.97,159.55,149.45,157.51,164.9,266.76,156.35,162.14,171.48,170.43,204.64,477.82,108.74,168.74,226.29,379.07,66.34,88.58,192.01,129.54,113.91,118.31,431.43,200.7895238
ENSG00000101882,NKAP,0.348912662,0.344649601,0.511050643,46.45,37.38,50.14,59.91,38.38,42.47,40.47,42.41,53.17,37.69,55.96,51.44,39.59,48.48,44.64,36.73,45.02,21.5,33.2,32.02,51.69,62.2,46.4,38.86,54.59,63.69,19.19,63.96,47.91571429
ENSG00000172888,ZNF621,0.145485957,0.801614898,0.879631278,1060.24,1295.18,1196.55,1388.2,1234.4,1390.38,1100.67,1017.9,1040.39,1613.63,1494,1329.33,1452.65,1271.29,936.01,1109.1,2182.86,1025.48,1839.58,785.62,1742.97,1498.92,1221.88,1002.72,1137.39,1162.34,960.85,1197.72,1352.151429
ENSG00000266876,AC104996.2,0.595202677,0.271575106,0.43314766,910.44,886.18,871.32,920.48,1024.93,732.45,780.41,1057.28,686.24,1145.64,1122.22,1156.05,979.43,1138.42,906.25,871.01,636.12,1088.7,835.42,1436.75,1287.73,1344.47,898.48,957.76,1229.45,932.08,954.46,921.8,972.7404762
ENSG00000266891,AP000902.1,1.447048916,0.008748136,0.034035656,622.44,736.65,577.27,603.21,685.95,535.31,464.78,551.36,588.92,859.03,784.94,781.76,842.74,736.2,399.02,605.38,682.6,706.83,589.22,646.86,1072.81,751.53,427.45,625.56,825.34,526.67,481.23,923.06,681.1235714
ENSG00000266896,AL354892.3,1.094826273,0.092583879,0.200119192,1269.27,1232.51,1283.27,1171.02,1383.1,976.07,1198.95,1050.21,1033.37,1130.72,1219.57,1171.62,1134.03,1344.01,1102.38,952.34,1020.99,1057.09,1053.96,1342.82,1332.17,1205.56,3082.13,960.05,1351.67,1338.71,901.7,530.51,1206.818571
ENSG00000266897,AC005546.1,0.92703244,0.090192894,0.196020542,138.19,145.13,139.57,124.59,103.13,130.62,119.09,138.35,120.39,140.55,129.55,238.93,120.66,130.18,100.09,140.36,92.95,54.37,38.73,64.05,119.7,18.66,22.5,146.29,108.36,42.87,20.78,144.23,102.8540476
ENSG00000266903,AC243964.3,0.241794174,0.550295504,0.696145116,11.61,17.59,13.55,6.13,11.99,10.42,10.41,17.17,15.05,14.92,20.7,4.74,16.97,12.57,25.7,15.74,7.26,8.85,5.53,0,9.07,11.4,1.41,4.57,7.33,4.9,6.4,38.88,12.28690476
ENSG00000266907,AC006116.2,0.411060158,0.200555811,0.348707936,175.35,67.07,82.66,207.65,125.52,101.77,193.08,108.05,81.27,214.37,96.58,144.85,156.48,165.2,108.21,132.49,122,101.16,174.28,177.19,215.83,488.24,544.15,150.87,153.99,153.1,215.83,168.06,179.0821429
ENSG00000266913,LINC01841,0.467015086,0.430078012,0.59223405,1817.4,1714.08,1472.98,1514.16,1438.27,1480.93,1378.15,1120.9,1423.64,1560.24,1443.4,1391.6,1682.66,1636.7,1869.3,1288.81,2728.94,1403.55,3314.02,1564.84,2310.66,1723.86,2013.51,1150.54,1057.54,1279.92,1418.1,1977.8,1761.487143
ENSG00000266916,ZNF793-AS1,0.002374615,0.997046656,0.998353753,0,1.1,1.36,5.45,2.4,0,0,1.01,1,0,0.77,2.03,4.71,0.9,1.35,1.97,0,8.85,8.3,6.4,0.91,5.18,9.84,6.86,1.63,1.22,0,3.76,3.062380952
ENSG00000266931,AC092651.2,1.118495512,0.018206726,0.059672108,110.32,76.96,51.49,175.65,182.28,139.44,114.46,121.18,66.22,246.56,151.01,187.49,163.08,134.67,189.37,130.52,59.55,44.26,146.61,138.76,185.91,142.01,134.98,170.68,83.92,138.4,62.35,176.84,141.4057143
ENSG00000266934,AC005746.1,0.373842254,0.231462207,0.38672645,2.32,1.1,1.36,4.77,4,1.6,1.16,1.01,2.01,2.36,1.53,0.68,3.77,2.69,0,0.66,0,1.26,2.77,0,0.91,1.04,0,2.29,1.63,2.45,0,0,1.609285714
ENSG00000172890,NADSYN1,0.033020057,0.83835681,0.903925832,3461.76,2468.32,2214.22,1994.82,1623.75,2943.43,2268.4,3337.45,3178.37,2026.66,2872.24,4484.79,2693.2,2615.31,2279.15,5374.32,3270.66,1067.21,2044.29,318.09,2859.31,1039.71,509,6146.61,2230.78,1184.39,858.53,11641.04,2836.260952
ENSG00000266946,MRPL37P1,0.536496995,0.280894924,0.443127057,4139.95,3380.89,4100.5,3152.23,4040.58,4465.23,5566.96,2801.23,2749.97,2975.99,2765.69,2489.44,2836.49,4210.71,5728.3,4162.24,5752.71,2912.05,12359.79,10234.45,4477.14,3942.18,7920.44,3036.35,3208.47,4022.26,5964.97,6103.96,4689.242857
ENSG00000266955,AP001269.1,0.791525167,0.04449128,0.116964463,274.06,324.35,323.87,495.64,207.07,374.24,183.83,224.18,487.59,332.15,366.41,414.91,365.76,251.39,542.4,310.23,747.95,416.01,791.16,401.35,547.74,983.73,558.21,380.97,412.26,703.04,922.48,659.68,519.9883333
ENSG00000266967,AARSD1,0.971702889,0.000268407,0.00215261,252,241.88,257.47,277.78,270.22,258.04,223.14,195.9,250.82,285.04,274.42,265.32,316.74,307.05,240.76,219.72,373.25,366.69,553.26,307.42,401.74,402.2,435.88,155.44,211.02,292.73,246.21,324.83,306.647381
ENSG00000266975,FARSA-AS1,0.377148874,0.421757163,0.585282668,1527.08,1325.97,1445.88,1516.88,1645.33,1322.26,1627.89,1412.73,1366.46,1404.76,1287.03,1451.16,1381.01,1497.54,1463.52,1428.52,1328.89,1454.13,1728.93,2151.92,1650.47,1645.08,2481.73,1263.3,1482.02,1747.8,1950.49,1004.58,1548.693571
ENSG00000266980,AC087289.1,2.712542407,3.44E-05,0.000415706,2.32,4.4,2.71,3.4,0.8,0,4.62,0,1,3.14,3.07,2.03,1.89,5.39,2.71,0.66,4.36,2.53,0,4.27,6.35,3.11,2.81,2.29,1.63,2.45,3.2,7.52,2.908095238
ENSG00000266983,AC011444.1,0.117358658,0.804821962,0.881797787,454.06,359.53,420.08,473.86,438.12,484.83,336.45,420.08,423.38,347.85,452.26,556.37,423.26,448.9,289.46,443.38,483.63,337.61,304.29,183.6,415.34,211.47,174.35,418.31,407.37,260.88,198.25,795.13,396.2033333
ENSG00000172893,DHCR7,0.374277005,0.24561679,0.4035424,256.64,292.46,304.9,324.07,322.99,359.01,201.17,311.02,313.02,431.87,367.17,377.68,386.49,352.84,238.06,270.22,232.37,284.5,157.68,66.18,345.51,154.45,101.24,265.92,175.99,148.2,134.3,308.52,264.4392857
ENSG00000266998,AC111182.1,0.049418525,0.889098411,0.93602315,1416.76,1318.27,1994.69,1843,1265.58,17065.15,1482.21,1454.14,2864.34,2988.56,824.8,812.89,1204.73,1186,1706.99,1448.19,3304.07,3455.77,7150.87,3411.48,1263.25,10817.92,883.02,1805.81,7754.76,1124.37,17995.62,4950.14,3980.208571
ENSG00000267002,AC060780.1,0.386332036,0.491493091,0.645860594,527.22,532.15,605.73,693.76,715.54,623.47,550.34,456.44,392.28,562.22,651.56,619.31,545.8,722.73,270.52,569.96,480.72,489.35,426.01,488.88,787.15,749.46,696.01,423.64,478.26,478.9,452.45,364.96,569.6080952
ENSG00000100036,SLC35E4,0.166429276,0.06866927,0.161097845,679.35,725.65,967.53,826.52,737.92,807.78,956.15,890.66,1043.4,799.36,742.02,799.36,828.6,1082.75,674.95,785.09,652.1,623.38,489.63,243.37,527.79,603.3,376.83,881.57,611.87,521.77,513.2,648.4,702.4288095
ENSG00000267023,LRRC37A16P,1.837309478,0.013062221,0.046193525,795.47,702.57,754.79,673.34,594.01,594.62,677.52,625.08,747.44,578.71,561.11,576.67,608.96,657.19,906.25,708.36,1096.51,670.16,1618.28,1340.68,847.91,1008.61,1359.68,651.46,621.65,796.12,847.34,1522.54,864.4047619
ENSG00000101911,PRPS2,1.158994012,8.11E-05,0.000829638,562.06,635.5,569.14,579.38,417.33,580.19,446.28,731.11,789.58,699.63,476.02,439.27,504.33,445.31,561.33,460.43,92.95,378.07,127.25,454.72,177.74,395.98,456.98,528.03,398.41,404.19,684.27,122.91,422.9847619
ENSG00000267046,E2F3P1,0.396444477,0.271376911,0.432965629,61.55,25.29,48.78,59.23,35.18,35.26,65.9,75.74,48.16,87.16,72.82,52.12,49.02,62.85,70.34,61,39.21,30.35,33.2,10.67,23.58,14.51,1.41,44.95,50.51,17.15,15.99,84.03,45.54690476
ENSG00000172915,NBEA,0.673545749,2.30E-05,0.000299573,90.58,59.37,63.69,52.42,86.34,52.09,72.84,61.6,48.16,45.54,68.99,69.72,50.9,86.19,83.86,72.8,43.57,132.77,74.69,471.8,137.84,160.67,514.62,93.72,138.51,116.36,187.05,33.86,103.0433333
ENSG00000267060,PTGES3L,0.378042298,0.308119761,0.473374304,3426.92,3618.37,3838.97,3959.69,3620.05,3812.91,3343.64,3297.05,3748.23,4187.59,3659.48,3835.01,3344.59,3963.81,2871.59,3596.21,3943.1,3591.07,2788.42,1782.6,4414.57,2491.98,2133.02,3042.44,2615.34,2722.74,2874.57,3639.55,3397.654048
ENSG00000267065,LINC02080,0.732069753,0.027668123,0.081709806,6.97,14.29,16.26,17.02,14.39,13.62,16.19,22.22,12.04,22.77,13.03,22.34,21.68,22.45,12.17,15.74,11.62,15.17,11.07,6.4,24.49,12.44,15.47,17.52,9.78,12.25,11.19,21.32,14.96904762
ENSG00000267074,AC015911.3,0.573515172,0.103210679,0.216704559,4018.01,2424.34,3380.95,2711.73,3076.4,2379.26,3588.75,2866.87,2445.98,1639.54,1498.59,1971.65,1645.9,1848.58,4997.89,2725.86,3288.09,2668.01,5410.87,8016.34,2476.62,6543,9548.68,2759,3009.68,4074.93,8241.6,1374.55,3487.078333
ENSG00000267078,AC015802.1,0.95617422,0.004523564,0.020344187,33.68,45.08,36.59,47.66,39.97,38.47,25.44,34.33,46.15,24.34,37.56,39.93,36.76,29.63,32.46,33.45,31.95,67.02,19.36,29.89,23.58,51.83,15.47,39.62,30.15,46.54,83.14,33.86,36.5347619
ENSG00000267080,ASB16-AS1,1.029786215,0.011693617,0.042533056,82.45,61.57,67.75,95.32,71.15,73.73,69.37,108.05,87.28,78.52,59.02,75.81,85.78,72.72,74.39,110.84,34.86,77.13,47.03,66.18,48.97,66.34,63.27,95.24,72.51,72.26,68.75,97.82,69.76928571
ENSG00000172922,RNASEH2C,4.493234443,3.18E-09,2.61E-07,113.8,92.36,117.89,74.89,95.94,76.13,91.34,80.79,97.32,80.09,105.78,137.4,141.4,97.86,60.87,129.21,101.66,64.49,63.62,32.02,77.08,71.53,23.9,129.53,79.85,40.42,51.16,92.81,85.58714286
ENSG00000267082,AC011472.1,1.007555104,0.141329686,0.271748082,5741.34,6729.89,6408.22,6952.6,6415.83,6570.42,8174.12,5683.25,5132.75,6178.13,7455.41,5428.99,5616.41,6187.67,5578.16,4720.4,5290.86,5342.35,4993.16,5616.78,4439.96,7204.35,7495.81,4522.14,5180.16,6729.08,7849.9,2276.29,5775.872143
ENSG00000267083,KRT18P61,0.721902756,0.044918664,0.117824211,1865.01,2013.14,1636.95,1813.72,1652.53,1609.95,1499.55,1563.2,1760.74,1945,1870.37,2038.66,2094.61,2030.83,1639.36,1694.81,2572.09,1579.31,2213.03,1135.74,2659.8,1462.64,1612.77,1488.08,1485.28,1373.01,1336.56,2946,1907.959048
ENSG00000267096,AC008735.1,0.871898062,0.126616098,0.251164516,81.29,100.05,104.34,115.74,115.13,118.6,116.77,201.96,147.48,121.71,124.95,121.16,81.07,90.68,67.63,154.13,36.31,139.09,41.49,89.66,46.25,137.87,133.58,121.91,120.58,121.26,132.7,50.17,99.38190476
ENSG00000267100,ILF3-DT,0.21812143,0.41591493,0.579893951,14282.52,11942.51,12041.34,10202.18,15538.71,10672.63,14257.88,9445.83,11143.35,12562.77,13383.87,13670.95,12309.36,17949.81,13603.18,11333.68,24088.46,16910.91,28351.73,24354.31,35650.25,22853.84,23241.08,8645.02,12244.83,12985.39,13499.92,16310.25,16931.82667
ENSG00000101928,MOSPD1,0.532206872,0.405286547,0.570106471,263.61,450.79,500.03,735.29,338.98,568.17,351.48,320.11,451.47,671.36,513.58,435.89,456.25,380.67,235.35,334.5,334.04,280.71,260.03,66.18,333.72,190.73,132.17,377.16,253.39,339.27,215.83,146.74,369.3985714
ENSG00000267102,AC060766.1,0.968780926,0.113214364,0.231645979,775.73,756.44,696.52,719.63,733.92,718.03,824.35,884.6,837.73,671.36,614,716.78,641.96,641.03,1029.34,821.82,785.71,807.99,948.84,1157.09,771.73,1109.16,1289.37,867.85,928.81,1136.62,1277.41,613.28,841.9692857
ENSG00000267106,ZNF561-AS1,0.492345115,0.094340682,0.202793091,2169.26,2266.02,2646.49,1935.59,2065.86,2418.53,1979.36,2781.04,2231.28,2300.7,2206.88,2670.16,1997.51,1818.95,1943.7,2784.89,1330.34,1232.85,611.35,288.2,946.76,324.45,267.16,2682.81,1279.97,780.2,511.6,1511.25,1620.243571
ENSG00000172927,MYEOV,0.293225398,0.002209432,0.011496725,464.51,493.66,533.91,451.39,451.71,505.66,338.76,495.82,536.75,582.63,501.32,483.95,532.61,442.62,507.23,507.65,684.05,361.64,431.54,245.51,498.77,295.43,289.65,530.31,352.79,231.49,394.89,854.08,468.4328571
ENSG00000267114,AC011481.1,1.943699416,0.001645223,0.009123124,304.25,294.66,268.31,260.76,202.27,246.82,181.52,170.66,227.74,204.16,239.93,275.48,286.57,281.01,251.59,218.41,454.58,252.89,437.07,254.05,417.15,367.99,243.25,288.02,208.58,443.38,183.86,457.77,306.9833333
ENSG00000101935,AMMECR1,0.621087778,0.014770489,0.050797226,2.32,9.9,13.55,14.98,9.59,11.22,23.12,15.15,23.08,3.14,17.63,18.27,16.03,8.98,4.06,4.59,0,3.79,0,4.27,3.63,4.15,1.41,13.72,4.07,2.45,15.99,7.52,8.227142857
ENSG00000172932,ANKRD13D,0.268639046,0.178968465,0.321282391,0,1.1,2.71,1.36,0,0.8,1.16,0,0,0.79,1.53,6.09,0.94,1.8,1.35,1.31,0,1.26,0,0,0,2.07,0,1.52,1.63,1.22,0,0,1.055238095
ENSG00000240184,PCDHGC3,0.458507738,0.000124695,0.001178837,455.22,446.39,383.49,420.75,419.73,478.42,409.28,489.76,503.64,300.74,453.03,444.69,457.19,422.87,332.74,506.34,374.7,337.61,243.43,155.84,302.89,193.84,171.54,502.88,227.31,269.46,223.83,450.24,366.792619
ENSG00000267136,AP005131.1,0.378660029,0.347729634,0.514220584,33.68,32.98,35.23,32,50.37,22.44,32.37,58.57,44.14,27.48,31.43,36.55,41.48,38.61,33.82,49.85,23.24,29.08,24.9,12.81,22.67,13.48,16.87,36.57,30.15,15.92,36.77,56.44,31.56404762
ENSG00000267141,AC012615.4,0.788148965,0.102543014,0.215619147,1.16,10.99,2.71,1.36,4.8,0,1.16,4.04,16.05,0,3.83,14.89,1.89,0.9,2.71,0,7.26,0,0,0,11.79,0,2.81,1.52,0,1.22,0,1.25,3.256904762
ENSG00000267152,AC093227.1,0.339431413,0.376893443,0.543253103,285.67,403.51,247.98,333.6,247.04,283.68,202.33,269.62,398.3,431.87,295.89,349.93,442.11,275.63,273.23,196.77,444.42,270.59,235.13,87.53,413.53,228.05,115.3,301.73,234.65,270.68,167.87,540.54,306.3197619
ENSG00000101940,WDR13,0.004363593,0.984564583,0.991512819,9.29,15.39,8.13,13.62,10.39,16.83,17.34,20.2,13.04,8.64,16.86,6.77,23.57,13.47,9.47,9.18,24.69,10.12,8.3,32.02,20.86,22.81,15.47,11.43,15.48,15.92,15.99,17.56,16.62785714
ENSG00000267169,AC022098.1,0.073020703,0.635450238,0.761405212,829.15,830.1,821.19,831.97,873.03,803.77,660.17,831.08,1120.66,875.52,773.44,807.48,830.49,757.75,838.62,1076.31,1071.82,992.6,1197.8,960.68,1007.51,847.94,1109.4,949.38,893.78,872.06,730.63,1979.05,952.1059524
ENSG00000267185,PTP4A2P1,0.216427249,0.30204159,0.466877252,5214.13,4968.53,2094.97,4666.38,7918.06,4121.44,7607.6,2236.75,2207.2,3190.36,3739.2,3694.91,4080.81,8659.33,5671.49,3493.24,5148.53,6909.02,9383.26,12300.98,10981.1,4345.41,21129.15,3933.92,5149.2,7331.69,3392.57,2025.46,6269.194762
ENSG00000267193,AC091151.1,0.248243743,0.217685866,0.370585472,1136.89,1052.2,1153.18,997.41,1169.64,1133.14,1148.08,1021.94,866.83,1156.63,1169.75,972.63,1150.05,1229.99,1079.38,876.92,1481.38,715.69,1156.31,864.61,1236.04,819.95,1189.54,855.66,913.33,1031.29,655.49,751.24,1040.189524
ENSG00000267197,AC011461.1,0.202345832,0.751399404,0.845792353,2537.39,1603.04,2356.5,1786.49,2478.39,1717.33,2500.8,1538.96,1473.81,2271.65,2419.98,2115.82,2137.03,2751.77,1782.74,1695.46,2906.13,1863.82,3217.2,2431.59,4270.38,1700.02,3470.2,1226.73,1666.16,1697.58,988.03,1264.19,2248.807857
ENSG00000172939,OXSR1,2.050452458,5.13E-11,9.36E-09,166.06,164.92,147.7,157.27,157.5,157.87,144.52,153.49,221.72,186.1,177.07,217.27,192.3,198.41,209.65,244.64,245.44,182.08,224.07,341.58,226.71,255,236.22,233.16,211.83,191.07,161.47,326.08,208.877381
ENSG00000267214,AC092068.1,0.261896439,0.023338222,0.072040797,238.06,261.68,196.49,215.14,187.88,216.37,173.43,191.87,226.74,277.97,224.6,255.85,244.15,214.58,206.95,198.08,352.92,207.37,326.42,83.26,298.35,213.54,167.32,222.49,183.32,184.95,164.67,390.04,237.7214286
ENSG00000267219,AC010504.1,1.657107031,1.09E-08,6.97E-07,249.67,294.66,207.33,435.05,230.25,208.36,165.33,237.31,278.91,392.61,367.94,344.51,456.25,370.79,154.2,277.44,274.49,207.37,152.15,98.2,283.85,106.77,73.12,147.06,167.02,71.04,70.35,364.96,246.915
ENSG00000267221,C17orf113,2.134373646,0.003369983,0.016047302,2.32,4.4,8.13,4.08,5.6,4.81,8.09,3.03,7.02,11.78,9.2,2.03,5.66,6.28,2.71,3.94,2.9,3.79,5.53,0,4.53,3.11,1.41,4.57,4.07,1.22,3.2,6.27,4.758571429
ENSG00000237133,AC020594.1,0.267088357,0.158221781,0.294657745,116.13,108.85,101.63,138.21,155.9,138.64,83.24,132.29,159.52,230.07,192.4,190.87,207.39,191.23,73.04,104.94,169.92,113.8,60.86,104.61,151.44,53.9,151.86,94.48,106.73,69.81,36.77,189.38,127.3621429
ENSG00000267222,AC107993.1,0.98830132,0.000115348,0.001105486,3023.96,4724.45,4101.86,6237.05,5032.73,4600.66,4400.38,5340.93,5081.58,6091.75,5220.17,4434.7,4023.31,4555.46,2660.58,4458.05,2194.48,4290.32,2390.08,4092.5,3287.35,2813.32,7964.03,3637.52,4174.76,3826.29,2391.74,1970.27,3973.852857
ENSG00000172940,SLC22A13,0.770104283,0.000209739,0.001777292,5847.02,4573.82,5665.63,3968.54,5812.22,3779.26,5919.59,3295.03,3192.41,4481.26,5178.01,5403.27,4556.86,7007.37,5721.53,3425.68,6416.43,5403.04,8185.46,10695.57,9492.95,6560.62,8388.67,3011.97,4269.27,4606.5,4647.59,2973.59,5638.632619
ENSG00000267244,AC012615.6,1.088458612,1.16E-09,1.20E-07,4.65,3.3,2.71,6.13,8.79,11.22,4.62,8.08,5.02,12.56,7.67,8.8,8.48,3.59,12.17,15.74,4.36,2.53,8.3,6.4,11.79,8.29,15.47,14.48,15.48,6.12,7.99,11.29,8.551666667
ENSG00000267249,AP005482.4,1.071513499,1.47E-06,3.38E-05,1838.3,1726.18,1567.84,1856.61,1474.24,1629.98,1482.21,1485.44,1922.27,1736.13,1447.24,1667.75,1840.09,1482.28,1904.47,1458.69,1957.75,1359.3,2229.63,700.23,1631.43,1464.71,1095.34,1267.88,1234.34,1455.07,1646.72,1905.06,1631.414048
ENSG00000172943,PHF8,0.138471093,0.468191872,0.625300391,725.8,626.7,784.6,831.97,757.91,713.22,667.11,904.8,984.21,705.91,607.1,700.54,580.68,658.99,577.56,783.13,389.23,1079.85,492.4,988.43,498.77,946.41,1197.98,765.75,767.49,935.75,1283.8,151.75,695.1480952
